sira,sure,ayet,metin,hoca
3777,36,72,These are the same animals that I have subdued for them so that they can ride on them and eat their meat.,Bijan Moeinian
3778,36,73,These animals offer them so much benefits. Why are they not grateful to their Lord?,Bijan Moeinian
3779,36,74,They [eat their Lord provided food and] worship other than God; hoping that what they worship will help them!,Bijan Moeinian
3780,36,75,"Whatever they worship [idols, money, boss, spouse, etc. ] can not help them; yet they stand as an ever ready army at their service!",Bijan Moeinian
3781,36,76,"Never mind them, I (God) know them inside out.",Bijan Moeinian
3782,36,77,Do these disbelievers not think about their creation. I created them from an insignificant sperm drop and now [that I have showered them with my blessings] they dare to challenge their Lord like an enemy of theirs?,Bijan Moeinian
3783,36,78,"Forgetting [the power of God in] their own creation they ask: ""Who has the power to resurrect us while our bones are rotten?""",Bijan Moeinian
3784,36,79,"Tell them: ""The One Who created you at first place is capable to recreate you. """,Bijan Moeinian
3785,36,80,"""The One Who creates fire for you from a green branch of the tree. """,Bijan Moeinian
3786,36,81,"Is the One Who has created the earth and the universes capable of re-creating the same? Yes; He is the skilful Creator. """,Bijan Moeinian
3787,36,82,"Any time that He wants to create something He simply says ""Be"" and here it is.",Bijan Moeinian
3788,36,83,Glorified is the One Who has absolute control over everything and to Him you will all be returned.,Bijan Moeinian
3789,37,1,God hereby swears by those who form their ranks to start the battle.,Bijan Moeinian
3790,37,2,And by the angles who are in charge of driving the clouds,Bijan Moeinian
3791,37,3,And by the angles who bring the verses of Qur’an down to mankind,Bijan Moeinian
3792,37,4,That your God is One and that there is Only One God.,Bijan Moeinian
3793,37,5,Director of the heavens and the earth and anything between and Lord of the easts [perhaps a reference to the easts and wests and global shapes of the planets].,Bijan Moeinian
3794,37,6,I (God) have adorned the innermost universe [the one being discovered by astronomy] with exotic planets.,Bijan Moeinian
3795,37,7,I have guarded it against any evil devil [to destroy its existing order. ],Bijan Moeinian
3796,37,8,These satans cannot break into the communication system of those who are close to God as they are on defensive.,Bijan Moeinian
3797,37,9,They have already been condemned to an everlasting torture.,Bijan Moeinian
3798,37,10,"If one of them dares to escape the lower universe, a flashing projectile will be charged against him.",Bijan Moeinian
3799,37,11,"Vs. 11-deals with the following question: ""Is it difficult for God to recreate man to face the Day of Judgment?""",Bijan Moeinian
3800,37,12,"Ask the disbelievers, who are created from the mud [organic matter]: ""Are they more difficult for God to be recreated [on the Day of Resurrection] or the awesome realm of creation?""",Bijan Moeinian
3801,37,13,"While the believers are at awe [with God’s creative power], the disbelievers making fun [of the possibility of Resurrection. ]",Bijan Moeinian
3802,37,14,"When the disbelievers are warned, they take it lightly.",Bijan Moeinian
3803,37,15,When a revelation of God comes to the disbelievers they recourse to the mockery.,Bijan Moeinian
3804,37,16,"They say: ""This is nonsense ….",Bijan Moeinian
3805,37,17,"that we will be raised with bone and flesh after our death. """,Bijan Moeinian
3806,37,18,"They jokingly ask: ""How about our ancestors?""",Bijan Moeinian
3807,37,19,"Say to them, ""absolutely; and you are helpless [on that Day that you are laughing at its happening. ]",Bijan Moeinian
3808,37,20,It will take a snap for them to be recreated and look around [and face the Day of Resurrection. ],Bijan Moeinian
3809,37,21,"Then they will say: ""Shame and pity to us; this is indeed the Day of Judgment. """,Bijan Moeinian
3810,37,22,"It will be confirmed to them: ""Yes, this is the same Day of Judgment that you used to deny. """,Bijan Moeinian
3811,37,23,"Then it will be commanded: ""Gather all the unjust people and their associates and those idols that they used to worship, instead of God, and drag them in the road that leads to Hell. """,Bijan Moeinian
3812,37,24,"""Then take a break and ask why they are not helping each other [as they were used to say:….",Bijan Moeinian
3813,37,25,"""Do not worry, I will take the responsibility"". ”",Bijan Moeinian
3814,37,26,Of course on that Day they will all submit [but it will be too late. ],Bijan Moeinian
3815,37,27,That will be an opportunity for mutual blaming.,Bijan Moeinian
3816,37,28,"The followers will ask their leaders: ""You used to swear that you were our well-wisher [and that in an improbable Day of Judgment you will carry our sins. ]""",Bijan Moeinian
3817,37,29,"The leaders will reply: ""[Do not blame us. ] You yourself chose the disbelief.""",Bijan Moeinian
3818,37,30,"[They will continue]: ""We did not have any power over you; it was you who chose the rebellion. """,Bijan Moeinian
3819,37,31,"""The Lord’s Judgment against us was just; now we have to accept the punishment. """,Bijan Moeinian
3820,37,32,"""We offered you the disbelief for the simple reason that we had chosen the disbelief ourselves. """,Bijan Moeinian
3821,37,33,Thus on that Day the disbelievers and their followers will be sentenced to punishment.,Bijan Moeinian
3822,37,34,This is the way that I deal with the disbelievers [that being misled is not an acceptable excuse].,Bijan Moeinian
3823,37,35,"These are the same people that when they were told: ""There is no other god beside God"", they revealed their arrogant nature.",Bijan Moeinian
3824,37,36,"They used to say: ""Shall we give up our gods for the sake of a crazy poet [as they referred to Mohammad. ]""",Bijan Moeinian
3825,37,37,"While he (Mohammad) had come with the truth [as presented by the Prophets before him and nothing of new], confirming the truthfulness of the previous Prophets [who had repeated the same message again and again before Mohammad. ]",Bijan Moeinian
3826,37,38,"It will be said to the disbelievers: ""You deserve to taste the awful punishment. """,Bijan Moeinian
3827,37,39,"""Your punishment is proportionate to your deeds. """,Bijan Moeinian
3828,37,40,Only the sincere worshippers of God will be saved.,Bijan Moeinian
3829,37,41,They deserve the blessing which is in reserve for them.,Bijan Moeinian
3830,37,42,All kind of fruits will be at their disposition and they will be honored.,Bijan Moeinian
3831,37,43,In the Gardens of Paradise.,Bijan Moeinian
3832,37,44,They will sit face to face in luxurious couches.,Bijan Moeinian
3833,37,45,They will be offered cups of pure drinks.,Bijan Moeinian
3834,37,46,How delightful will be those drinks.,Bijan Moeinian
3835,37,47,The kind of a drink which will neither harm you nor make you intoxicated.,Bijan Moeinian
3836,37,48,They will be married to the chaste women with shy beautiful eyes.,Bijan Moeinian
3837,37,49,As delicate as an egg under its shell.,Bijan Moeinian
3838,37,50,Then they will engage in conversation.,Bijan Moeinian
3839,37,51,One of them will say:…,Bijan Moeinian
3840,37,52,"""I had a friend [in my previous life on earth] who used to make fun of me asking if believe in this “nonsense"" ….",Bijan Moeinian
3841,37,53,"of being resurrected and judged after our death and after our bones being turn into dust. """,Bijan Moeinian
3842,37,54,"He will be said: ""watch [perhaps in an interactive kind of device]. """,Bijan Moeinian
3843,37,55,He will see his friend at the bottom of the Hell.,Bijan Moeinian
3844,37,56,"Then he will start to communicate with him saying: ""By Lord! you were too close in convincing me to follow you in disbelief. """,Bijan Moeinian
3845,37,57,"""How grateful I am to my Lord who led me to the right path. """,Bijan Moeinian
3846,37,58,"""Now you tell me whether or not the death is the end of everything and that….",Bijan Moeinian
3847,37,59,"there will not be any judgment for our worldly deeds. """,Bijan Moeinian
3848,37,60,Being admitted to Paradise is….,Bijan Moeinian
3849,37,61,the greatest success that everyone should strive for.,Bijan Moeinian
3850,37,62,Is the feast of Paradise [as explained before] better or eating the bitter fruit of….,Bijan Moeinian
3851,37,63,"the devilish tree of ""zaqqum"" given to the wicked one?",Bijan Moeinian
3852,37,64,Zaqqum is the name of a tree which grown at the bottom of the Hell.,Bijan Moeinian
3853,37,65,With devilish looking buds.,Bijan Moeinian
3854,37,66,"Forced by hunger, the people of Hell [who do not have nothing else to eat] will fill up their bellies with this devilish fruit.",Bijan Moeinian
3855,37,67,Then they will top it with a disgusting boiling drink.,Bijan Moeinian
3856,37,68,"Once the eating ""break"" is over, they will be herded back to the Hell.",Bijan Moeinian
3857,37,69,These are the same people who followed their traditional religions.,Bijan Moeinian
3858,37,70,"Knowing that their religion was keeping them in the wrong path [, they were not brave enough to break up with their wrong beliefs].",Bijan Moeinian
3859,37,71,Their wrong religions were established by those before them to whom God sent….,Bijan Moeinian
3860,37,72,warnings through His Prophets.,Bijan Moeinian
3861,37,73,Now see how terrible is the destiny of those who rejected God’s warnings.,Bijan Moeinian
3862,37,74,Only those who sincerely devoted themselves to worship the Lords are saved.,Bijan Moeinian
3863,37,75,"[Long before them] Noah [at the height of his desperation and after having invited people to the way of God for some years, ] called upon Me. Note what a positive response he got from his Lord.",Bijan Moeinian
3864,37,76,I (God) saved him and his followers from the great catastrophe.,Bijan Moeinian
3865,37,77,And established them on the earth.,Bijan Moeinian
3866,37,78,And left for him praise among generations to come.,Bijan Moeinian
3867,37,79,Peace is with Noah forever [as none will ever talk evil of him].,Bijan Moeinian
3868,37,80,This is the way that your Lord rewards the righteous.,Bijan Moeinian
3869,37,81,Noah is indeed one of My believing servants.,Bijan Moeinian
3870,37,82,"As to the wicked of Noah’s nation, I drowned them all.",Bijan Moeinian
3871,37,83,Abraham was one of the followers of Noah.,Bijan Moeinian
3872,37,84,He submitted whole heartedly to his Lord.,Bijan Moeinian
3873,37,85,"He said to his father and his people: ""What are these things that you worship?""",Bijan Moeinian
3874,37,86,"""Do you recourse to the gods that you yourself have fabricated instead of God?""",Bijan Moeinian
3875,37,87,"""What do you think about the Organizer of the universe?""",Bijan Moeinian
3876,37,88,"[As he could not get any convincing answer, ] Abraham concentrated his attention toward the stars [to find what he was missing].",Bijan Moeinian
3877,37,89,"Being disappointed, ] he said: ""I feel bad. """,Bijan Moeinian
3878,37,90,So they left him alone and went [to some kind of general gathering. ],Bijan Moeinian
3879,37,91,"[At their absence, ] Abraham went to the temple and [started to talk to the idols and] said: ""Do you want something to eat?""",Bijan Moeinian
3880,37,92,"Then he asked: ""How come you do not talk?""",Bijan Moeinian
3881,37,93,Then he strokes them down with his right hand [with a sword or a weapon of some kind. ],Bijan Moeinian
3882,37,94,"[When people returned, they concluded that the only present one in the city, i. e., Abraham could have destroyed their gods so] they rushed toward Abraham [asking in rage why he has done it.]",Bijan Moeinian
3883,37,95,"Abraham said: ""Why do you worship something that you have carved with your own hands?""",Bijan Moeinian
3884,37,96,"""Whereas it is God who [should be worshipped as He is the One Who has] created you and whatever you make""",Bijan Moeinian
3885,37,97,"They said: ""Let us make a big fire and throw him in [and see how his God will save him. ]",Bijan Moeinian
3886,37,98,They plotted a plan against him and God defeated them in their own plan [as the fire did not have any effect upon Abraham. ],Bijan Moeinian
3887,37,99,"Then Abraham said: ""Now I am leaving you, putting my trust in God. """,Bijan Moeinian
3888,37,100,"One day Abraham prayed: ""O Lord, grant me a righteous son. """,Bijan Moeinian
3889,37,101,God [answered his prayers in appropriate time and] gave him the good news: a wonderful son.,Bijan Moeinian
3890,37,102,"When the boy grew up, one day Abraham told him: ""My son, I have seen in my dream that I am sacrificing you; what do you think about it?"" The son said: “My dear father, do whatever God has ordered you to do. God willing, I will bear in this process.”",Bijan Moeinian
3891,37,103,When they both submitted [to what they were thinking is the Lord’s order]…. .,Bijan Moeinian
3892,37,104,"and Abraham started to slaughter his son, I (God) called out:….",Bijan Moeinian
3893,37,105,"""O Abraham, you fulfilled what you saw in your dream [he saw that he is sacrificing not that he has sacrificed]. Thus I reward the righteous [by not letting them being hurt in their trials.]",Bijan Moeinian
3894,37,106,This was indeed a great test.,Bijan Moeinian
3895,37,107,Then I asked them to sacrifice an animal.,Bijan Moeinian
3896,37,108,Praise is for Abraham for generations to come [as millions of people gather every year in celebration of the event where it took place. ],Bijan Moeinian
3897,37,109,Peace is with Abraham.,Bijan Moeinian
3898,37,110,This is the way that God rewards the righteous.,Bijan Moeinian
3899,37,111,Abraham was indeed one of My believing servants.,Bijan Moeinian
3900,37,112,Then I gave Abraham the good news of the upcoming birth of Isaac; a righteous Prophet to be.,Bijan Moeinian
3901,37,113,I blessed Abraham and Isaac. Now among their offspring some are righteous and some are wicked.,Bijan Moeinian
3902,37,114,I also blessed Moses and Aaron.,Bijan Moeinian
3903,37,115,I delivered them and their people from a great distress (Pharaoh’s slavery. ),Bijan Moeinian
3904,37,116,I supported them till they succeeded.,Bijan Moeinian
3905,37,117,I revealed to them the scriptures.,Bijan Moeinian
3906,37,118,And guided them to the right path.,Bijan Moeinian
3907,37,119,Praise is for them both for generations to come.,Bijan Moeinian
3908,37,120,Peace is with Moses and Aaron.,Bijan Moeinian
3909,37,121,This is the way that God rewards the righteous.,Bijan Moeinian
3910,37,122,They were indeed among my believing servants.,Bijan Moeinian
3911,37,123,Elias was also one of My Prophets.,Bijan Moeinian
3912,37,124,He invited his people to be righteous.,Bijan Moeinian
3913,37,125,"He said: ""How do you dare to worship an idol known as Ba’al instead of the Supreme Creator?""",Bijan Moeinian
3914,37,126,"""God is your Lord as well as the Lord of your forefathers. """,Bijan Moeinian
3915,37,127,"The people of Elias did not listen to him; therefore, they will be called to answer for their disbelief.",Bijan Moeinian
3916,37,128,Except those among them who served God whole heartedly.,Bijan Moeinian
3917,37,129,Praise is for Elias for generations to come.,Bijan Moeinian
3918,37,130,Peace is with Elias and his followers.,Bijan Moeinian
3919,37,131,This is the way that God rewards the righteous.,Bijan Moeinian
3920,37,132,Elias was indeed one of our believing servants.,Bijan Moeinian
3921,37,133,Lot also was a Prophets.,Bijan Moeinian
3922,37,134,I saved him and his household from the disaster [which overtook his people].,Bijan Moeinian
3923,37,135,Except [his] old ugly woman who had to be punished [for not obeying him].,Bijan Moeinian
3924,37,136,The rest were completely destroyed.,Bijan Moeinian
3925,37,137,You pass by their ruins [when you travel] by day and night; ….,Bijan Moeinian
3926,37,138,will you not take a lesson.,Bijan Moeinian
3927,37,139,Jonah was also one of My Prophets.,Bijan Moeinian
3928,37,140,Once he escaped [from a predicament] by taking refuge in a loaded ship.,Bijan Moeinian
3929,37,141,"[Due to the overweight, they had to throw some people out. ] He agreed to participate in the casting of lots and lost.",Bijan Moeinian
3930,37,142,Eventually a big fish swallowed him and he was the only one to be blamed for his destiny [as he fled his place of mission without asking God’s permission].,Bijan Moeinian
3931,37,143,"If it was not in account of his sincere recourse to God, ….",Bijan Moeinian
3932,37,144,he would have stayed in the belly of the fish till the Day of Resurrection.,Bijan Moeinian
3933,37,145,I ordered him to be thrown out in a bare shore; absolutely exhausted.,Bijan Moeinian
3934,37,146,I ordered a fruit tree to grow so that he may eat from its fruit.,Bijan Moeinian
3935,37,147,Then I appointed him as a Prophet to a nation of some hundred thousand people.,Bijan Moeinian
3936,37,148,"As they chose to believe in him, we let them live [comfortably] until the day that they were supposed to face their natural deaths. The next few verses deals with the man’s attributing children to God in account of his ignorance.",Bijan Moeinian
3937,37,149,"Ask the disbelievers: ""How come you want to have only sons [and kill your daughter considering having them a matter of shame] and then you say that God has daughters?""",Bijan Moeinian
3938,37,150,Why do they say that the angels are of female gender? Were they present in their creation?,Bijan Moeinian
3939,37,151,Saying that God has begotten a son is an insult to the God’s dignity. …,Bijan Moeinian
3940,37,152,Such people are nothing but plain liars.,Bijan Moeinian
3941,37,153,Has God begotten a girl instead of a son?…,Bijan Moeinian
3942,37,154,What is wrong with these people?,Bijan Moeinian
3943,37,155,Why don’t they use their brain before saying something of such blasphemy magnitude?,Bijan Moeinian
3944,37,156,Do they have any logical proof for their assigning children to God?,Bijan Moeinian
3945,37,157,Bring your book [the book in which it is written God has begotten children] as a proof if you are not a bunch of liars.,Bijan Moeinian
3946,37,158,They even [fantasize and] say that there is a blood relationship between God and the Extra-Terrestrials (Jinns); though Jinns know very well that they are the creatures of the Lord.,Bijan Moeinian
3947,37,159,Glory to God Who is far above their descriptions.,Bijan Moeinian
3948,37,160,Only those servants of God who have devoted themselves wholeheartedly to him are in the right path.,Bijan Moeinian
3949,37,161,Indeed the disbelievers (and whatever they worship) …,Bijan Moeinian
3950,37,162,can not over power the Lord….,Bijan Moeinian
3951,37,163,and will all be burnt in the Hell.,Bijan Moeinian
3952,37,164,The Angels declare:….,Bijan Moeinian
3953,37,165,"""[Not to speak of being God’s children], we all have our ranks. ….",Bijan Moeinian
3954,37,166,"We are the ranged servant and the glorifiers of God""",Bijan Moeinian
3955,37,167,The Disbelievers used to say:,Bijan Moeinian
3956,37,168,"""Had we received the correct (authentic/pure and nothing added to) guidance from….",Bijan Moeinian
3957,37,169,"the previous generations, We would have been sincere worshippers of God. """,Bijan Moeinian
3958,37,170,"Now that their wish is granted to them, they prefer to continue their way of disbelief.",Bijan Moeinian
3959,37,171,My decision is already….,Bijan Moeinian
3960,37,172,revealed to My Prophets: They will have the final victory.,Bijan Moeinian
3961,37,173,Victory belongs to the soldiers of God.,Bijan Moeinian
3962,37,174,"So (Mohammad), leave them alone for a while.",Bijan Moeinian
3963,37,175,And look forward to [their punishment] as they are looking forward to also.,Bijan Moeinian
3964,37,176,Why do they want to face [as they jokingly used to ask Mohammad to hasten] their punishment as soon as possible?,Bijan Moeinian
3965,37,177,It will be a miserable Day when they face their punishment. They are sufficiently warned.,Bijan Moeinian
3966,37,178,So leave them alone for a while.,Bijan Moeinian
3967,37,179,And look forward to as they are looking forward to also.,Bijan Moeinian
3968,37,180,"Glorified is your Lord, Lord of Honor and far above their claims [of having a child, not being able to recreate them, having partners, etc. ]",Bijan Moeinian
3969,37,181,My salutations to the Prophets.,Bijan Moeinian
3970,37,182,All praise is only for God; the Lord of the universe.,Bijan Moeinian
3971,38,1,S; Hereby God swears by Qur’an which is full of admonition.,Bijan Moeinian
3972,38,2,The reason for which Qur’an is being rejected is because of the false pride and hard headiness of the disbelievers.,Bijan Moeinian
3973,38,3,How many nations before them I (God) destroyed. At the time of their doom they cried for mercy but it was too late.,Bijan Moeinian
3974,38,4,They wonder how is it possible that a person from among themselves is being appointed as a messenger to them to relay the word of God. They say that Mohammad is a lying sorcerer!,Bijan Moeinian
3975,38,5,Mohammad has come with the idea of One God instead of so many gods that we have! What a weird idea!,Bijan Moeinian
3976,38,6,"The chief of the disbelievers running around saying: ""Go ahead and worship your gods; for sure Mohammad has a hidden agenda behind his invitation. """,Bijan Moeinian
3977,38,7,"""If he is right, how come we have not heard anything similar from our ascendants? He is surely fabricating all this""",Bijan Moeinian
3978,38,8,"""How come he is the only one that God has sent upon His admonitions?"" The fact of the matter is they are in doubt about Mohammad’s divine mission as they have not tasted My (God’s) punishment.",Bijan Moeinian
3979,38,9,"Who in the heaven these disbelievers think they are to decide who should be sent to them as the Lord’s messenger? Do they think that they have the treasures of the mercy of your Lord, the Mightiest, the Most Generous?",Bijan Moeinian
3980,38,10,"Or perhaps they think that they own the kingdom of the heavens and the earth. If so, then let them mount up to the throne with ropes!",Bijan Moeinian
3981,38,11,These disbelievers are only a small group of disbelievers who will be drawn here to meet their miserable destiny.,Bijan Moeinian
3982,38,12,"Before them, there were other disbelievers such as people of Noah, people of Ad and people of mighty pharaoh.",Bijan Moeinian
3983,38,13,"Among other disbelievers were people of Thamud, people of Lot and people of Aiykan.",Bijan Moeinian
3984,38,14,"All the above mentioned people denied their prophets and, therefore, deserved My (God’s) punishment.",Bijan Moeinian
3985,38,15,"Today’s disbelievers, too, deserve a single blast enough for their annihilation [so that they get no more relief. ]",Bijan Moeinian
3986,38,16,"The [foolish] disbelievers mockingly say: ""Our Lord, why wait for the Day of Judgment? send down our punishment now!""",Bijan Moeinian
3987,38,17,Be patient with them and recite the story of our servant David [to strengthen your patience and as a lesson to the disbelievers who have falsified his life story]. He was blessed with power and turned to God in every matter.,Bijan Moeinian
3988,38,18,He was given the authority to order the mountains to join him in praising the Lord every morning and every evening.,Bijan Moeinian
3989,38,19,The birds too would join him in praise.,Bijan Moeinian
3990,38,20,I gave him a secure and strong nation to rule and blessed him with the faculty of sound justice.,Bijan Moeinian
3991,38,21,"Have you heard this story of David [which is mentioned in Samuel, ch. 1-9 in a false manner] when two men climbed the wall in order to talk to him in private?",Bijan Moeinian
3992,38,22,"At first he was frightened to see the two strangers in his private quarters. They said: ""Do not be afraid; we are here just for your judgment. Be fair and guide us to the right path.""",Bijan Moeinian
3993,38,23,"One of them said: ""This brother of mine owns ship and I own only one. Now he is asking me to give him my only ship [as he can take better care of it!]""",Bijan Moeinian
3994,38,24,"David said: ""This person is definitely wrong. In fact the people who live together are prone to be unjust to each other save a few believer who are extremely righteous."" David suddenly realized that he himself has been tried by this case [as he had asked Uriah to divorce his wife and let David add her to the list of his wives.] David then fell down prostrate and begged his Lord for forgiveness for his wrong intention.",Bijan Moeinian
3995,38,25,Then I (God) forgave David and he [unlike what they have presented him as an adulterous/ murderer in the existing version of the Bible] is one of the closest to Me and has an excellent place in Paradise.,Bijan Moeinian
3996,38,26,"[Then his Lord commanded:] "" O David, I have made you My representative in the earth, so rule among the people with justice and do not follow your lust, for it will deviate you from the path of God. "" For those who deviate from the path of God, there is an awful punishment because they did not take the Day of judgment seriously.",Bijan Moeinian
3997,38,27,"I (God) have not created the heavens, the earth and anything between in vain [so that you play any game without worrying about its consequences. ] This is the fancy of those who have chosen to disbelieve. Pity to such disbelievers who will end up in Hellfire.",Bijan Moeinian
3998,38,28,Should I (God) treat those who believe and do good deeds like those who spread evil in the earth? Should I treat the pious and the sinners equally?,Bijan Moeinian
3999,38,29,This Qur’an is a blessed book [in the sense that it is highly useful for man] that I have sent to you so that these people may reflect over its verses; the intelligent ones will learn lessons from it.,Bijan Moeinian
4000,38,30,I granted a son to David known as Solomon who was a role servant of Mine returning to his Lord over and over.,Bijan Moeinian
4001,38,31,One day he became pre-occupied with nice horses all afternoon [which caused a delay in saying his regular afternoon prayers].,Bijan Moeinian
4002,38,32,"Blaming himself] he said: ""I enjoyed material things more that the remembrance of my Lord. """,Bijan Moeinian
4003,38,33,"Then [When he finished worshipping God, ] he said: ""Bring them back to me [to bid farewell]"" and he rubbed their legs and necks [some say he sacrificed them to show that he likes God more than his most favorite belongings. ]",Bijan Moeinian
4004,38,34,This is the way that I put Solomon to test; [unlike Job being tested with poverty] with vast material wealth [and he did not forget God’s regular worshipping while being extremely wealthy from any point of view. ] I put a mere body on his throne [probably reference to an out of body experience.],Bijan Moeinian
4005,38,35,"Then he turned to me in prayer saying: ""My Lord, I beg you to forgive my wrongdoings. I also wish that you grant me a kingdom impossible to atop after me [making me the most powerful king ever to be] ; indeed you are the grantor of wishes.""",Bijan Moeinian
4006,38,36,I [granted his wish and as a mean of the power] subdued the winds to him so that he may direct them anywhere he wants [and water that place. ],Bijan Moeinian
4007,38,37,I (God) also imprisoned for him the mean extraterrestrials (Jinns) who [with their advanced technology] would build whatever he wanted and dive for him [to extract the treasures of the seas. ],Bijan Moeinian
4008,38,38,They were all at his disposal.,Bijan Moeinian
4009,38,39,"I told him: ""This is your provision. You may share it with the others or you may keep it all to yourself as you wish.""",Bijan Moeinian
4010,38,40,Indeed [in account of his behavior] he is honored to be close to me and a wonderful place to live in.,Bijan Moeinian
4011,38,41,"Now mention [the other extreme which is the case of] My servant Job who [at the height of his misery] turned to Me imploring: ""Satan [is taking advantage of my misery and] tempting me to turn against my Lord. """,Bijan Moeinian
4012,38,42,"I [decided enough testing in poverty is enough and] told him: ""Strike the ground with your foot; a spring will appear for the pleasure of your drinking and healing [your terrible skin disease. ]""",Bijan Moeinian
4013,38,43,Then I restored to him his family and twice as much as he had lost [for his test in this world. ] Such is God’s mercy; a reminder for those who [use their brain to] think.,Bijan Moeinian
4014,38,44,"Now instead of beating [your wife who has shown weakness at the height of your trial in the misery], as you have sworn to your Lord, use only weak straws to strike [as a symbol of fulfilling your oath. ] I found him patient and an excellent servant of mine who returned to Me over and over again.",Bijan Moeinian
4015,38,45,"Mention also our servants Abraham, Isaac and Jacob. They were resourceful and men of vision.",Bijan Moeinian
4016,38,46,I chose to purify them in account of their concentration of their efforts towards the Hereafter.,Bijan Moeinian
4017,38,47,They were chosen because of their righteousness.,Bijan Moeinian
4018,38,48,"Mention also Ishmael, Elisha [see I Kings, 19,: 15-also the Second Book of the Kings Chs. 2-about his life] and Duhl-Kifl [see EN of Maududi’s translation of Ch. of Qur’an]. They were righteous too.",Bijan Moeinian
4019,38,49,These Prophets are among the righteous ones who earned their wonderful destiny.,Bijan Moeinian
4020,38,50,The Gardens of Eden will open up their gates for them.,Bijan Moeinian
4021,38,51,Relaxing in Paradise they will be offered many kind of fruits and drinks.,Bijan Moeinian
4022,38,52,They will marry the modest young ladies.,Bijan Moeinian
4023,38,53,This is what I have promised for the righteous ones…,Bijan Moeinian
4024,38,54,in the Day of Judgment: an endless goodies.,Bijan Moeinian
4025,38,55,"For the wrongdoers, there will be the most terrible place.",Bijan Moeinian
4026,38,56,They will burn in Hell. What a miserable place to end up in.,Bijan Moeinian
4027,38,57,They will be given boiling water….,Bijan Moeinian
4028,38,58,and stinky pus-blood type of drinks.,Bijan Moeinian
4029,38,59,"When a new group arrives, there will be no welcoming. Only an announcement: ""Here is a new group to be burned with you."" They have deserved to burn in the Hellfire.",Bijan Moeinian
4030,38,60,"The new comers will complain to the Hell’s residents: ""You deviated us from the right path to this end. You deserve to suffer like this.""",Bijan Moeinian
4031,38,61,"They will pray: ""O Lord double the punishment of those who misled us to the Fire. """,Bijan Moeinian
4032,38,62,"They will say to each other: ""How come we do not find any of those [believers] whom we were calling names?""",Bijan Moeinian
4033,38,63,"""Is it possible that we were wrong at mocking at them or it is only due to our bad eye-sight that we do not see them?""",Bijan Moeinian
4034,38,64,This is a fact: The inmates of Fire will engage in such kind of dialogue.,Bijan Moeinian
4035,38,65,"Tell people: ""I am nothing but a Warner. There is no deity but God, the One, the All-Mighty.""",Bijan Moeinian
4036,38,66,"God is the Master of the heavens and the earth and all that is between them. He is the Most High, the Most Forgiving.",Bijan Moeinian
4037,38,67,"(Mohammad) say: ""This [Qur’an in general and the followings in particular] is a great news (source of information). """,Bijan Moeinian
4038,38,68,"""That you avoid it!"" (How can one be objective and completely eliminate Qur’an in Theological discussions?)",Bijan Moeinian
4039,38,69,"Say: ""I (Mohammad) did not know nothing about the time when the big dispute (as explained below) was taking place among those with high ranks. """,Bijan Moeinian
4040,38,70,"""I (Mohammad) am informed about all these through divine revelation and my only mission is to relay the message to you (that is why in Islam the Prophets are referred to as Messengers).",Bijan Moeinian
4041,38,71,"Your Lord said to the Angels: ""I am going to create [the body of] a human being from clay (the matter). """,Bijan Moeinian
4042,38,72,"""Once finished, I will bring him into life by blowing My Spirit into him (man’s source of energy, therefore, is divine). Then you prostrate yourself before him.""",Bijan Moeinian
4043,38,73,All Angels fell prostrate before man.,Bijan Moeinian
4044,38,74,Except Satan who was arrogant and unappreciative [of God’s best creation].,Bijan Moeinian
4045,38,75,"The Lord said: ""O Satan, what prevented you from prostrating [as a sign of appreciation] yourself before the one whom I created directly? Is it beneath your dignity [to obey your Lord]?",Bijan Moeinian
4046,38,76,"Satan replied: ""I am better than him; you created man from the matter while I am made of fire (pure energy). """,Bijan Moeinian
4047,38,77,"The Lord said: ""Get out of My Sight as you lost your high rank. """,Bijan Moeinian
4048,38,78,"""My curse is with you till the Day of Judgment [when you will be sentenced. ]",Bijan Moeinian
4049,38,79,"The Satan said: ""then give me a break till the Day of resurrection. """,Bijan Moeinian
4050,38,80,"The Lord said: ""You will get a relief…",Bijan Moeinian
4051,38,81,"until that Day. """,Bijan Moeinian
4052,38,82,"The Satan said: ""I swear by your majesty that I will entice all men to disobedience. """,Bijan Moeinian
4053,38,83,"""Only your devote worshipper will escape me. """,Bijan Moeinian
4054,38,84,"God said: ""This is [a part of] the truth….",Bijan Moeinian
4055,38,85,"The [whole] truth is that I will fill Hell with you and whoever that will follow you. """,Bijan Moeinian
4056,38,86,"Mohammad, say: ""I am not asking any fee for this warning [of such importance] as I am not an imposter. """,Bijan Moeinian
4057,38,87,"""What I say is a reminder from God to the whole humanity. """,Bijan Moeinian
4058,38,88,"""Whether you believe me or not, you will see it yourself soon. """,Bijan Moeinian
4059,39,1,"This book is revealed from God All Mighty, the Wisest.",Bijan Moeinian
4060,39,2,I (God) have sent down this Book (that contains nothing but the truth) to you to invite you to worship none but God and be sincere in your religion.,Bijan Moeinian
4061,39,3,"God’s religion is the purest way of life. Those who worship more than One God (worshipping wealth, position, lust, saints, idols, etc.) saying we pray to them (as our mediators) so that they bring us closer to God, they will be judged by their Lord for what they differed in with the believers. God will not guide those who lie and cover the fact.",Bijan Moeinian
