Sıra,Sure,Ayet,Metin,Hoca
5152,60,2,"Eğer sizi elegeçirirlerse sizin onlara gösterdiğiniz sevgiyi göstermezler, size düşman olurlar,",Diyanet 1961
5153,60,3,Yakınlarınız ve çocuklarınız size kıyamet gününde bir fayda veremezler. Allah onlarla sizi,Diyanet 1961
5154,60,4,"İbrahim ve onunla beraber olanlarda, sizin için uyulacak güzel bir örnek vardır. Onlar",Diyanet 1961
5155,60,5,"’Rabbimiz! Bizi, inkar edenlerle deneme; bizi bağışla, doğrusu Sen, güçlü olan, Hakim",Diyanet 1961
5156,60,6,"And olsun ki, sizlerden, Allah’ı ve ahiret gününü uman kimse için, bunlarda güzel örnekler",Diyanet 1961
5157,60,7,"Allah’ın sizinle, düşmanlık gösterdiğiniz kimseler arasında bir sevgi yaratması umulur; Allah",Diyanet 1961
5158,60,8,"Allah, din uğrunda sizinle savaşmayan, sizi yurdunuzdan çıkarmayan kimselere iyilik",Diyanet 1961
5159,60,9,"Allah, ancak sizinle din uğrunda savaşanları, sizi yurtlarınızdan çıkaranları ve çıkarılmanıza",Diyanet 1961
5160,60,10,"Ey inananlar! İnanmış kadınlar hicret ederek size gelirlerse onları deneyin, hicretlerinin",Diyanet 1961
5161,60,11,Ey mümin erkekler! Eğer inkar eden (kafir olan) eşlerinize sarfettiklerinizden inkarcılara bir,Diyanet 1961
5162,60,12,"Ey Peygamber! İnanmış kadınlar, Allah’a hiçbir ortak koşmamak, hırsızlık yapmamak, zina",Diyanet 1961
5163,60,13,Ey inananlar! Allah’ın gazabına uğramış milleti dost edinmeyin; inkarcıların kabirde bulunan,Diyanet 1961
5164,61,1,,Diyanet 1961
5165,61,2,,Diyanet 1961
5166,61,3,,Diyanet 1961
5167,61,4,,Diyanet 1961
5168,61,5,,Diyanet 1961
5169,61,6,,Diyanet 1961
5170,61,7,,Diyanet 1961
5171,61,8,,Diyanet 1961
5172,61,9,,Diyanet 1961
5173,61,10,,Diyanet 1961
5174,61,11,,Diyanet 1961
5175,61,12,"Böyle yaparsanız, Allah günahlarınızı size bağışlar, sizi, içlerinden ırmaklar akan cennetlere,",Diyanet 1961
5176,61,13,"Bundan başka, sevdiğiniz bir şey daha: Allah katından bir yardım ve yakın bir zafer vardır.",Diyanet 1961
5177,61,14,"Ey inananlar! Allah’ın dininin yardımcıları olun. Nitekim, Meryem oğlu İsa, Havarilere:",Diyanet 1961
5178,62,1,,Diyanet 1961
5179,62,2,,Diyanet 1961
5180,62,3,,Diyanet 1961
5181,62,4,,Diyanet 1961
5182,62,5,,Diyanet 1961
5183,62,6,,Diyanet 1961
5184,62,7,,Diyanet 1961
5185,62,8,,Diyanet 1961
5186,62,9,,Diyanet 1961
5187,62,10,,Diyanet 1961
5188,62,11,,Diyanet 1961
5189,63,1,,Diyanet 1961
5190,63,2,,Diyanet 1961
5191,63,3,,Diyanet 1961
5192,63,4,,Diyanet 1961
5193,63,5,,Diyanet 1961
5194,63,6,,Diyanet 1961
5195,63,7,,Diyanet 1961
5196,63,8,,Diyanet 1961
5197,63,9,,Diyanet 1961
5198,63,10,,Diyanet 1961
5199,63,11,,Diyanet 1961
5200,64,1,,Diyanet 1961
5201,64,2,,Diyanet 1961
5202,64,3,,Diyanet 1961
5203,64,4,,Diyanet 1961
5204,64,5,,Diyanet 1961
5205,64,6,,Diyanet 1961
5206,64,7,,Diyanet 1961
5207,64,8,,Diyanet 1961
5208,64,9,,Diyanet 1961
5209,64,10,,Diyanet 1961
5210,64,11,,Diyanet 1961
5211,64,12,,Diyanet 1961
5212,64,13,,Diyanet 1961
5213,64,14,,Diyanet 1961
5214,64,15,,Diyanet 1961
5215,64,16,,Diyanet 1961
5216,64,17,,Diyanet 1961
5217,64,18,,Diyanet 1961
5218,65,1,"Ey Peygamber! Kadınları boşayacağınızda, onları, iddetlerini gözeterek boşayın ve iddeti",Diyanet 1961
5219,65,2,"(2-3) Kadınların iddet süreleri biteceğinde, onları ya uygun bir şekilde alıkoyun, ya da",Diyanet 1961
5220,65,3,"(2-3) Kadınların iddet süreleri biteceğinde, onları ya uygun bir şekilde alıkoyun, ya da",Diyanet 1961
5221,65,4,Kadınlarınızdan ay hali gönnekten kesilenler ile henüz ay hali görmemiş olanların iddetleri,Diyanet 1961
5222,65,5,"Bu, Allah’ın size indirmiş olduğu buyruğudur. Kim Allah’ın buyruğuna karşı gelmekten",Diyanet 1961
5223,65,6,"Boşadığınız, fakat iddeti dolmamış kadınları gücünüz nispetinde, kendi oturduğunuz yerde",Diyanet 1961
5224,65,7,"Varlıklı olan kimse, nafakayı varlığına göre versin; rızkı ancak kendisine yetecek kadar",Diyanet 1961
5225,65,8,"Rablerinin ve O’nun peygamberlerinin buyruğundan çıkan nice kasabalar halkını Biz, çetin",Diyanet 1961
5226,65,9,"Onlar, işlerinin karşılığını tattılar; işlerinin sonu hüsran oldu.",Diyanet 1961
5227,65,10,Allah onlara çetin bir azap hazırlamıştır. Ey inanmış olan akıl sahipleri! Allah’tan sakının;,Diyanet 1961
5228,65,11,"İnanıp yararlı işler işleyenleri karanlıklardan aydınlığa çıkarmak üzere, size Allah’ın apaçık",Diyanet 1961
5229,65,12,"Yedi göğü ve yerden de bir o kadarını yaratan Allah'tır, Allah’ın herşeye Kadir olduğunu ve",Diyanet 1961
5230,66,1,"Eşlerinin rızasını gözeterek, Allah’ın sana helal kıldığı şeyi niçin kendine yasak ediyorsun?",Diyanet 1961
5231,66,2,"Allah şüphesiz size, yeminlerinizi keffaretle geri almanızı meşru kılmıştır. Allah sizin",Diyanet 1961
5232,66,3,"Peygamber, eşlerinden birine gizlice bir söz söylemişti. O, bunu Peygamberin diğer bir eşine",Diyanet 1961
5233,66,4,"Ey Peygamber’in eşleri! Eğer ikini z de Allah’a tevbe ederseniz, kaymış olan kalpleriniz",Diyanet 1961
5234,66,5,"Ey Peygamber’in eşleri! Eğer o sizi boşarsa, Rabbi ona; sizden daha iyi olan, kendini Allah’a",Diyanet 1961
5235,66,6,"Ey inananlar! Kendinizi ve çoluk çocuğunuzu cehennem ateşinden koruyun; onun yakıtı,",Diyanet 1961
5236,66,7,"’Ey inkar edenler! Bugün özür beyan etmeyin, ancak işlediklerinizin karşılığını",Diyanet 1961
5237,66,8,"Ey inananlar! Yürekten tevbe ederek Allah’a dönün ki, Rabbiniz kötülüklerinizi örtsün, sizi,",Diyanet 1961
5238,66,9,Ey Peygamber! İnkarcılarla ve ikiyüzlülerle savaş; onlara karşı sert davran. Onların,Diyanet 1961
5239,66,10,"Allah, inkar edenlere, Nuh'un karısıyla Lut'un karısını misal gösterir: Onlar, kullarımızdan",Diyanet 1961
5240,66,11,"Allah, inanlara Firavun'un karısını misal gösterir: O: ’Rabbim! Katından bana cennette bir ev",Diyanet 1961
5241,66,12,Mahrem yerini korumuş olan İmran kızı Meryem de bir misaldir. Ona ruhumuzdan,Diyanet 1961
5242,67,1,Hükümranlık elinde olan Allah yücedir ve O herşeye Kadir’dir.,Diyanet 1961
5243,67,2,"Hanginizin daha iyi iş işlediğini belirtmek için, ölümü ve dirimi (hayatı) yaratan O’dur. O,",Diyanet 1961
5244,67,3,Gökleri yedi kat üzerine yaratan O’dur. Rahman’ın bu yaratmasında bir düzensizlik,Diyanet 1961
5245,67,4,Bir aksaklık bulmak için gözünü tekrar tekrar çevir bak; ama göz umduğunu bulamayıp,Diyanet 1961
5246,67,5,"And olsun ki, yakın göğü kandillerle donattık, onları şeytanlar için taşlamalar yaptık ve",Diyanet 1961
5247,67,6,Rablerini inkar eden kimseler için cehennem azabı vardır. Ne kötü bir dönüştür!,Diyanet 1961
5248,67,7,"Oraya atıldıkları zaman, onun kaynarken çıkardığı uğultuyu işitirler.",Diyanet 1961
5249,67,8,"Nerede ise öfkesinden paralanacak! İçine her bir topluluğun atılmasında, bekçileri onlara:",Diyanet 1961
5250,67,9,"Onlar: 'Evet; doğrusu bize bir uyarıcı geldi, fakat biz yalanladık ve Allah hiçbir şey",Diyanet 1961
5251,67,10,"'Eğer kulak vermiş veya akletmiş olsaydık, çılgın alevli cehennemlikler içinde olmazdık’",Diyanet 1961
5252,67,11,"Böylece, günahlarını itiraf ederler. Çılgın alevli cehennemlikler yok olsunlar!",Diyanet 1961
5253,67,12,"Doğrusu, görünmediği halde Rablerinden korkanlara, onlara, bağışlanma ve büyük ecir",Diyanet 1961
5254,67,13,"Sizler, sözlerinizi gizleseniz de açıklasanız da birdir; O, kalblerde olanı bilir.",Diyanet 1961
5255,67,14,"Yaratan bilmez olur mu? O, Latiftir, haberdardır.",Diyanet 1961
5256,67,15,"Yeryüzünü, size boyun eğdiren O’dur; öyleyse yerin sırtlarında dolaşın, Allah’ın verdiği",Diyanet 1961
5257,67,16,"Gökte olanın sizi yerin dibine geçirmesinden güvende misiniz? O zaman, yer, sarsıldıkça",Diyanet 1961
5258,67,17,Gökte olanın başınıza taş yağdırmasından güvende misiniz? Benim uyarmamın nasıl,Diyanet 1961
5259,67,18,"And olsun ki, bunlardan öncekiler de yalanlamışlardı. Beni inkar etmek nasılmış?",Diyanet 1961
5260,67,19,Üzerlerinde kanat çırpan dizi dizi kuşları görmezler mi? Onları havada Rahman olan,Diyanet 1961
5261,67,20,"Yahut, Rahman olan Allah’ın dışında size yardımda bulunabilecek taraftarlarınız kimdir?",Diyanet 1961
5262,67,21,"Allah size verdiği rızkı kesiverirse, size rızık verecek başka kim vardır? Hayır; onlar,",Diyanet 1961
5263,67,22,"Yüzükoyun sürünen mi, yoksa doğru yolda düpedüz yürüyen mi daha doğru yoldadır?",Diyanet 1961
5264,67,23,"De ki: 'Sizi yaratan sizin için kulaklar, gözler ve kalbler var eden O’dur. Ne az",Diyanet 1961
5265,67,24,Sizi yerde yaratıp yayan O'dur ve O’nun huzurunda toplanacaksınız.,Diyanet 1961
5266,67,25,'Doğru sözlü iseniz bildirin bu azap sözü ne zamandır?’ derler.,Diyanet 1961
5267,67,26,De ki: 'Onu bilmek ancak Allah’a mahsustur. Ben sadece apaçık bir uyarıcıyım.',Diyanet 1961
5268,67,27,"Azabı yaklaşırken gördükleri zaman, inkar edenlerin yüzleri çirkinleşip kararır; onlara:",Diyanet 1961
5269,67,28,"De ki: 'Allah, beni ve benimle beraber bulunanları isterse yok eder veya isterse merhamet",Diyanet 1961
5270,67,29,"De ki: 'Bizim inandığımız ve kendisine güvendiğimiz, Rahman olan Allah’tır. Kimin apaçık",Diyanet 1961
5271,67,30,"De ki: 'Suyunuz yere batarsa, söyleyin, size kim temiz bir su kaynağı getirebilir?'",Diyanet 1961
5272,68,1,"(1-2) Nun; kalem ve onunla yazılanlara and olsun ki, sen Rabbinin nimetine uğramış bir",Diyanet 1961
5273,68,2,"(1-2) Nun; kalem ve onunla yazılanlara and olsun ki, sen Rabbinin nimetine uğramış bir",Diyanet 1961
5274,68,3,Doğrusu sana kesintisiz bir ecir vardır.,Diyanet 1961
5275,68,4,Şüphesiz sen büyük bir ahlaka sahipsindir.,Diyanet 1961
5276,68,5,"(5-6) Hanginizin aklından zoru olduğunu yakında sen de göreceksin, onlar da görecekler.",Diyanet 1961
5277,68,6,"(5-6) Hanginizin aklından zoru olduğunu yakında sen de göreceksin, onlar da görecekler.",Diyanet 1961
5278,68,7,"Doğrusu senin Rabbin, yolundan sapıtanları çok iyi bilir; O, doğru yolda olanları da çok iyi",Diyanet 1961
5279,68,8,"Bundan böyle, yalanlayanlara itaat etme;",Diyanet 1961
5280,68,9,(Onlar sana indirilen ayetlerden beğenmediklerini bırakman suretiyle senin) kendilerine,Diyanet 1961
5281,68,10,"(10-14) Diliyle iğneleyen, kovuculuk eden, iyiliği daima önleyen, aşırı giden, suç işleyen,",Diyanet 1961
5282,68,11,"(10-14) Diliyle iğneleyen, kovuculuk eden, iyiliği daima önleyen, aşırı giden, suç işleyen,",Diyanet 1961
5283,68,12,"(10-14) Diliyle iğneleyen, kovuculuk eden, iyiliği daima önleyen, aşırı giden, suç işleyen,",Diyanet 1961
5284,68,13,"(10-14) Diliyle iğneleyen, kovuculuk eden, iyiliği daima önleyen, aşırı giden, suç işleyen,",Diyanet 1961
5285,68,14,"(10-14) Diliyle iğneleyen, kovuculuk eden, iyiliği daima önleyen, aşırı giden, suç işleyen,",Diyanet 1961
5286,68,15,Ayetlerimiz ona okunduğu zaman: 'Öncekilerin masalları' der.,Diyanet 1961
5287,68,16,Onun havada olan burnunu yakında yere sürteceğiz.,Diyanet 1961
5288,68,17,"(17-18) Biz bunları, vaktiyle bahçe sahiplerini denediğimiz gibi denedik. Sahipleri daha",Diyanet 1961
5289,68,18,"(17-18) Biz bunları, vaktiyle bahçe sahiplerini denediğimiz gibi denedik. Sahipleri daha",Diyanet 1961
5290,68,19,(19-20) Ama onlar daha uykudayken Rabbinin katından gönderilen bir salgın o bahçeyi,Diyanet 1961
5291,68,20,(19-20) Ama onlar daha uykudayken Rabbinin katından gönderilen bir salgın o bahçeyi,Diyanet 1961
5292,68,21,(21-22) Sabah erken: 'Ürünlerinizi devşirecekseniz erken çıkın’ diye birbirlerine seslendiler.,Diyanet 1961
5293,68,22,(21-22) Sabah erken: 'Ürünlerinizi devşirecekseniz erken çıkın’ diye birbirlerine seslendiler.,Diyanet 1961
5294,68,23,"(23-24) 'Bugün orada, hiçbir düşkün kimse yanımıza sokulmasın’ diye gizli gizli konuşarak",Diyanet 1961
5295,68,24,"(23-24) 'Bugün orada, hiçbir düşkün kimse yanımıza sokulmasın’ diye gizli gizli konuşarak",Diyanet 1961
5296,68,25,Yoksullara yardım etmeye güçleri yeterken böyle konuşarak erkenden gittiler.,Diyanet 1961
5297,68,26,(26-27) Bahçeyi gördüklerinde: 'Herhalde yolumuzu şaşırmış olacağız; belki de biz yoksun,Diyanet 1961
5298,68,27,(26-27) Bahçeyi gördüklerinde: 'Herhalde yolumuzu şaşırmış olacağız; belki de biz yoksun,Diyanet 1961
5299,68,28,"Ortancaları: 'Ben size Allah’ı anmanız gerekmez mi, dememiş miydim?’ dedi.",Diyanet 1961
5300,68,29,’Rabbimizi tenzih ederiz; doğrusu biz yazık etmiştik' dediler.,Diyanet 1961
5301,68,30,Birbirlerini yenneye başladılar.,Diyanet 1961
5302,68,31,Sonra şöyle dediler: 'Yazıklar olsun bize; doğrusu azgınlık edenlerdendik.',Diyanet 1961
5303,68,32,"'Belki Rabbimiz bize bundan daha iyisini verir; doğrusu artık, Rabbimizden dilemekteyiz.'",Diyanet 1961
5304,68,33,İşte azap böyledir; ama ahiret azabı daha büyüktür; keşke bilseler!,Diyanet 1961
5305,68,34,"Allah’a karşı gelmekten sakınanlara, Rableri katında nimet cennetleri vardır.",Diyanet 1961
5306,68,35,Kendilerini Allah’a vermiş olanları hiç suçlular gibi tutar mıyız?,Diyanet 1961
5307,68,36,Ne oluyorsunuz? Ne biçim hükmediyorsunuz?,Diyanet 1961
5308,68,37,Yoksa okuduğunuz bir kitabınız mı var?,Diyanet 1961
5309,68,38,Seçtikleriniz herhalde orada olacaktır.,Diyanet 1961
5310,68,39,"Yoksa aleyhimizde, kıyamet gününe kadar süregidecek ahidleriniz mi var ki, kendinize",Diyanet 1961
5311,68,40,Sor onlara: 'Bunu kim üzerine alır?',Diyanet 1961
5312,68,41,Yoksa onların ortakları mı vardır? Doğru sözlü iseler ortaklarını getirsinler.,Diyanet 1961
5313,68,42,(42-43) O gün işin dehşetinden baldırlar açılır; gözleri dönmüş olarak yüzlerini zillet bürür;,Diyanet 1961
5314,68,43,(42-43) O gün işin dehşetinden baldırlar açılır; gözleri dönmüş olarak yüzlerini zillet bürür;,Diyanet 1961
5315,68,44,Kuran'ı yalanlayanları Bana bırak; Biz onları bilmedikleri yerden yavaş yavaş azaba,Diyanet 1961
5316,68,45,Onlara mehil veriyorum; doğrusu Benim tuzağım sağlamdır.,Diyanet 1961
5317,68,46,"Yoksa, sen onlardan ücret istiyorsun da, ağır bir borç altında mı kalıyorlar? Elbette hayır.",Diyanet 1961
5318,68,47,"Yoksa, gaybın bilgisi kendilerinin katında da onlar mı yazıyorlar?",Diyanet 1961
5319,68,48,"Sen Rabbinin hükmüne kadar sabret; balık sahibi (Yunus) gibi olma, o, pek üzgün olarak",Diyanet 1961
5320,68,49,"Rabbinin katından ona bir nimet ulaşmasaydı, kınanmış olarak sahile atılacaktı.",Diyanet 1961
5321,68,50,"(50-51) Rabbi onu seçip iyilerden kıldı. Doğrusu inkar edenler, Kuran’ı dinlediklerinde",Diyanet 1961
5322,68,51,"(50-51) Rabbi onu seçip iyilerden kıldı. Doğrusu inkar edenler, Kuran’ı dinlediklerinde",Diyanet 1961
5323,68,52,"Oysa Kuran, alemler için bir öğütten başka bir şey değildir.",Diyanet 1961
5324,69,1,,Diyanet 1961
5325,69,2,,Diyanet 1961
5326,69,3,,Diyanet 1961
5327,69,4,,Diyanet 1961
5328,69,5,,Diyanet 1961
5329,69,6,,Diyanet 1961
5330,69,7,,Diyanet 1961
5331,69,8,,Diyanet 1961
5332,69,9,,Diyanet 1961
5333,69,10,,Diyanet 1961
5334,69,11,,Diyanet 1961
5335,69,12,,Diyanet 1961
5336,69,13,,Diyanet 1961
5337,69,14,,Diyanet 1961
5338,69,15,,Diyanet 1961
5339,69,16,,Diyanet 1961
5340,69,17,,Diyanet 1961
5341,69,18,,Diyanet 1961
5342,69,19,,Diyanet 1961
5343,69,20,,Diyanet 1961
5344,69,21,,Diyanet 1961
5345,69,22,,Diyanet 1961
5346,69,23,,Diyanet 1961
5347,69,24,,Diyanet 1961
5348,69,25,,Diyanet 1961
5349,69,26,,Diyanet 1961
5350,69,27,,Diyanet 1961
5351,69,28,,Diyanet 1961
5352,69,29,,Diyanet 1961
5353,69,30,,Diyanet 1961
5354,69,31,,Diyanet 1961
5355,69,32,,Diyanet 1961
5356,69,33,,Diyanet 1961
5357,69,34,,Diyanet 1961
5358,69,35,,Diyanet 1961
5359,69,36,,Diyanet 1961
5360,69,37,,Diyanet 1961
5361,69,38,,Diyanet 1961
5362,69,39,,Diyanet 1961
5363,69,40,,Diyanet 1961
5364,69,41,,Diyanet 1961
5365,69,42,,Diyanet 1961
5366,69,43,,Diyanet 1961
5367,69,44,,Diyanet 1961
5368,69,45,"(44-46) Eğer o (Muhammed), Bize karşı, ona bazı sözler katmış olsaydı, Biz onu kuvvetle",Diyanet 1961
5369,69,46,"(44-46) Eğer o (Muhammed), Bize karşı, ona bazı sözler katmış olsaydı, Biz onu kuvvetle",Diyanet 1961
5370,69,47,Hiçbiriniz de onu koruyamazdınız.,Diyanet 1961
5371,69,48,Doğrusu Kuran Allah’a karşı gelmekten sakınanlara bir öğüttür.,Diyanet 1961
5372,69,49,İçinizde yalanlayanlar bulunduğunu şüphesiz bilmekteyiz.,Diyanet 1961
5373,69,50,"Doğrusu Kuran, inkarcılar için bir üzüntüdür.",Diyanet 1961
5374,69,51,"O, şüphesiz kesin gerçektir.",Diyanet 1961
5375,69,52,Öyleyse çok büyük olan Rabbinin adını teşbih et.,Diyanet 1961
5376,70,1,,Diyanet 1961
5377,70,2,,Diyanet 1961
5378,70,3,,Diyanet 1961
5379,70,4,,Diyanet 1961
5380,70,5,,Diyanet 1961
5381,70,6,,Diyanet 1961
5382,70,7,,Diyanet 1961
5383,70,8,,Diyanet 1961
5384,70,9,,Diyanet 1961
5385,70,10,,Diyanet 1961
5386,70,11,,Diyanet 1961
5387,70,12,,Diyanet 1961
5388,70,13,,Diyanet 1961
5389,70,14,,Diyanet 1961
5390,70,15,,Diyanet 1961
5391,70,16,,Diyanet 1961
5392,70,17,,Diyanet 1961
5393,70,18,,Diyanet 1961
5394,70,19,,Diyanet 1961
5395,70,20,,Diyanet 1961
5396,70,21,,Diyanet 1961
5397,70,22,,Diyanet 1961
5398,70,23,,Diyanet 1961
5399,70,24,,Diyanet 1961
5400,70,25,,Diyanet 1961
5401,70,26,,Diyanet 1961
5402,70,27,,Diyanet 1961
5403,70,28,,Diyanet 1961
5404,70,29,,Diyanet 1961
5405,70,30,,Diyanet 1961
5406,70,31,,Diyanet 1961
5407,70,32,,Diyanet 1961
5408,70,33,,Diyanet 1961
5409,70,34,,Diyanet 1961
5410,70,35,,Diyanet 1961
5411,70,36,,Diyanet 1961
5412,70,37,,Diyanet 1961
5413,70,38,,Diyanet 1961
5414,70,39,,Diyanet 1961
5415,70,40,,Diyanet 1961
5416,70,41,,Diyanet 1961
5417,70,42,,Diyanet 1961
5418,70,43,,Diyanet 1961
5419,70,44,,Diyanet 1961
5420,71,1,,Diyanet 1961
5421,71,2,,Diyanet 1961
5422,71,3,,Diyanet 1961
5423,71,4,,Diyanet 1961
5424,71,5,,Diyanet 1961
5425,71,6,,Diyanet 1961
5426,71,7,,Diyanet 1961
5427,71,8,,Diyanet 1961
5428,71,9,,Diyanet 1961
5429,71,10,,Diyanet 1961
5430,71,11,,Diyanet 1961
5431,71,12,,Diyanet 1961
5432,71,13,,Diyanet 1961
5433,71,14,,Diyanet 1961
5434,71,15,,Diyanet 1961
5435,71,16,,Diyanet 1961
5436,71,17,,Diyanet 1961
5437,71,18,,Diyanet 1961
5438,71,19,,Diyanet 1961
5439,71,20,,Diyanet 1961
5440,71,21,,Diyanet 1961
5441,71,22,,Diyanet 1961
5442,71,23,,Diyanet 1961
5443,71,24,,Diyanet 1961
5444,71,25,,Diyanet 1961
5445,71,26,,Diyanet 1961
5446,71,27,,Diyanet 1961
5447,71,28,,Diyanet 1961
5448,72,1,,Diyanet 1961
5449,72,2,,Diyanet 1961
5450,72,3,,Diyanet 1961
5451,72,4,,Diyanet 1961
5452,72,5,,Diyanet 1961
5453,72,6,,Diyanet 1961
5454,72,7,,Diyanet 1961
5455,72,8,,Diyanet 1961
5456,72,9,,Diyanet 1961
5457,72,10,,Diyanet 1961
5458,72,11,,Diyanet 1961
5459,72,12,,Diyanet 1961
5460,72,13,,Diyanet 1961
5461,72,14,,Diyanet 1961
5462,72,15,,Diyanet 1961
5463,72,16,,Diyanet 1961
5464,72,17,,Diyanet 1961
5465,72,18,,Diyanet 1961
5466,72,19,,Diyanet 1961
5467,72,20,,Diyanet 1961
5468,72,21,,Diyanet 1961
5469,72,22,,Diyanet 1961
5470,72,23,,Diyanet 1961
5471,72,24,,Diyanet 1961
5472,72,25,,Diyanet 1961
5473,72,26,,Diyanet 1961
5474,72,27,,Diyanet 1961
5475,72,28,,Diyanet 1961
5476,73,1,"(1-4) Ey örtünüp bürünen! Gecenin yarısında, istersen biraz sonra, istersen biraz önce bir",Diyanet 1961
5477,73,2,"(1-4) Ey örtünüp bürünen! Gecenin yarısında, istersen biraz sonra, istersen biraz önce bir",Diyanet 1961
5478,73,3,"(1-4) Ey örtünüp bürünen! Gecenin yarısında, istersen biraz sonra, istersen biraz önce bir",Diyanet 1961
5479,73,4,"(1-4) Ey örtünüp bürünen! Gecenin yarısında, istersen biraz sonra, istersen biraz önce bir",Diyanet 1961
5480,73,5,"Doğrusu Biz, sana, taşıması ağır bir söz vahyedeceğiz.",Diyanet 1961
5481,73,6,"şüphesiz, gece kalkışı daha tesirli ve o zaman okumak daha elverişlidir.",Diyanet 1961
5482,73,7,"Çünkü gündüz, seni uzun uzun alıkoyacak işler vardır.",Diyanet 1961
5483,73,8,"Rabbinin adını an; herşeyi bırakıp yalnız O’na yönel,",Diyanet 1961
5484,73,9,"O, doğunun ve batının Rabbidir; O’ndan başka tanrı yoktur. Öyleyse O'nu vekil tut.",Diyanet 1961
5485,73,10,"Onların söylediklerine sabret, yanlarından güzellikle ayrıl.",Diyanet 1961
5486,73,11,Varlık sahibi olup da seni yalanlayanları Bana bırak; onlara az bir mehil ver.,Diyanet 1961
5487,73,12,"(12-13) Şüphesiz katımızda onlar için ağır boyunduruklar, cehennem, boğazı tıkayan bir",Diyanet 1961
5488,73,13,"(12-13) Şüphesiz katımızda onlar için ağır boyunduruklar, cehennem, boğazı tıkayan bir",Diyanet 1961
5489,73,14,"Kıyametin koptuğu gün, yeryüzü ve dağlar sarsılır; dağlar, yumuşak kum yığını haline gelir.",Diyanet 1961
5490,73,15,"Firavun'a bir peygamber gönderdiğimiz gibi, size de, ha kk ını z da şahidlik edecek bir",Diyanet 1961
5491,73,16,Ama Firavun o peygambere karşı gelmişti de onu çok ağır bir şekilde tutup cezalandırmıştık.,Diyanet 1961
5492,73,17,"Eğer inkar ederseniz, gençleri ihtiyarlatan günden nasıl korunursunuz?",Diyanet 1961
5493,73,18,O günün şiddetiyle gök bile parçalanır. O’nun sözü yerine gelir.,Diyanet 1961
5494,73,19,"Doğrusu bu anlatılanlar birer öğüttür. Dileyen kimse, Rabbine doğru giden bir yol tutar.",Diyanet 1961
5495,73,20,"Şüphesiz Rabbin, senin ve beraberinde bulunanlardan bir topluluğun gecenin üçte ik isinden",Diyanet 1961
5496,74,1,,Diyanet 1961
5497,74,2,,Diyanet 1961
5498,74,3,,Diyanet 1961
5499,74,4,,Diyanet 1961
5500,74,5,,Diyanet 1961
5501,74,6,,Diyanet 1961
5502,74,7,,Diyanet 1961
5503,74,8,,Diyanet 1961
5504,74,9,,Diyanet 1961
5505,74,10,,Diyanet 1961
5506,74,11,,Diyanet 1961
5507,74,12,,Diyanet 1961
5508,74,13,,Diyanet 1961
5509,74,14,,Diyanet 1961
5510,74,15,,Diyanet 1961
5511,74,16,,Diyanet 1961
5512,74,17,,Diyanet 1961
5513,74,18,,Diyanet 1961
5514,74,19,,Diyanet 1961
5515,74,20,,Diyanet 1961
5516,74,21,,Diyanet 1961
5517,74,22,,Diyanet 1961
5518,74,23,,Diyanet 1961
5519,74,24,,Diyanet 1961
5520,74,25,,Diyanet 1961
5521,74,26,,Diyanet 1961
5522,74,27,,Diyanet 1961
5523,74,28,,Diyanet 1961
5524,74,29,,Diyanet 1961
5525,74,30,,Diyanet 1961
5526,74,31,,Diyanet 1961
5527,74,32,,Diyanet 1961
5528,74,33,,Diyanet 1961
5529,74,34,,Diyanet 1961
5530,74,35,,Diyanet 1961
5531,74,36,,Diyanet 1961
5532,74,37,,Diyanet 1961
5533,74,38,,Diyanet 1961
5534,74,39,,Diyanet 1961
5535,74,40,"(39-42) Ancak, defteri sağdan verilenler böyle değildir; onlar cennettedirler. Suçlulara: 'Sizi",Diyanet 1961
5536,74,41,"(39-42) Ancak, defteri sağdan verilenler böyle değildir; onlar cennettedirler. Suçlulara: 'Sizi",Diyanet 1961
5537,74,42,"(39-42) Ancak, defteri sağdan verilenler böyle değildir; onlar cennettedirler. Suçlulara: 'Sizi",Diyanet 1961
5538,74,43,Onlar derler ki: 'Namaz kılanlardan değildik.',Diyanet 1961
5539,74,44,'Düşkün kimseyi doyurmuyorduk.’,Diyanet 1961
5540,74,45,'Batıla dalanlarla biz de dalardık.',Diyanet 1961
5541,74,46,'Ceza gününü yalanlardık.’,Diyanet 1961
5542,74,47,'Ölüm bize o haldeyken geldi.’,Diyanet 1961
5543,74,48,"Artık onlara, şefaatçilerin şefaati fayda vermez.",Diyanet 1961
5544,74,49,"Öyleyken, bunlara ne oluyor ki öğütten yüz çeviriyorlar?",Diyanet 1961
5545,74,50,(50-51) Aslandan ürkerek kaçan yabani merkeplere benzerler.,Diyanet 1961
5546,74,51,(50-51) Aslandan ürkerek kaçan yabani merkeplere benzerler.,Diyanet 1961
5547,74,52,Hayır; her biri önüne açılıvermiş sahifeler verilmesini ister.,Diyanet 1961
5548,74,53,Hayır; daha doğrusu ahiretten korkmazlar.,Diyanet 1961
5549,74,54,Hayır; şüphesiz bu Kuran bir öğüttür.,Diyanet 1961
5550,74,55,Dileyen kimse öğüt alır.,Diyanet 1961
5551,74,56,"Allah dilemeksizin öğüt alamazlar. O, kendisinden korkulmaya daha layıktır ve bağışlamaya",Diyanet 1961
5552,75,1,,Diyanet 1961
5553,75,2,,Diyanet 1961
