sıra,sure,ayet,metin,hoca
5336,69,13,"Sura bir üfleyişle üflendiğinde, ",Mustafa Öztürk
5337,69,14,"Yer ve dağlar yükletilip birbirine bir çarpılışla parça parça edildiğinde, ",Mustafa Öztürk
5338,69,15,"Işte o gün, olması gereken olmuştur. ",Mustafa Öztürk
5339,69,16,"Gök yarılmıştır. O gün o, lime lime sarkmıştır. ",Mustafa Öztürk
5340,69,17,"Melek de onun kenarlarındadır. Rabbinin arşını, o gün onların üstündeki sekiz taşır. ",Mustafa Öztürk
5341,69,18,O gün arz olunursunuz; hiçbir saklınız/gizliniz kalmaz. ,Mustafa Öztürk
5342,69,19,"Öz kitabı sağından verilen: &quot;Işte kitabım, okuyun!&quot; der. ",Mustafa Öztürk
5343,69,20,&quot;Kendi hesabıma kavuşacağımı sezmiştim zaten.&quot; ,Mustafa Öztürk
5344,69,21,"Artık o, hoşnutluk veren bir yaşayış içindedir. ",Mustafa Öztürk
5345,69,22,Yüksek bir bahçe içindedir. ,Mustafa Öztürk
5346,69,23,Devşirilmesi kolaydır onun. ,Mustafa Öztürk
5347,69,24,"Geçmiş günlerde sunduklarınızın karşılığı olarak afiyetle yiyin, için. ",Mustafa Öztürk
5348,69,25,"Öz kitabı sol tarafından verilene gelince o şöyle der: &quot;Ah, ne olurdu bana kitabım verilmeseydi!&quot; ",Mustafa Öztürk
5349,69,26,&quot;Hesabımın ne olduğunu hiç bilmemiş olsaydım.&quot; ,Mustafa Öztürk
5350,69,27,"&quot;Ah, ne olurdu, iş bitmiş olsaydı!&quot; ",Mustafa Öztürk
5351,69,28,&quot;Hiçbir işime yaramadı malım.&quot; ,Mustafa Öztürk
5352,69,29,&quot;Sökülüp gitti benden saltanatım.&quot; ,Mustafa Öztürk
5353,69,30,"&quot;Tutun onu, derhal bağlayı onu!&quot; ",Mustafa Öztürk
5354,69,31,&quot;Sonra cehenneme sallayın onu.&quot; ,Mustafa Öztürk
5355,69,32,&quot;Sonra boyu yetmiş arşın olan bir zincirde yollayın onu.&quot; ,Mustafa Öztürk
5356,69,33,"&quot;Çünkü o, yüce Allah'a inanmıyordu.&quot; ",Mustafa Öztürk
5357,69,34,&quot;Yoksulu doyurmaya özendirmiyordu.&quot; ,Mustafa Öztürk
5358,69,35,&quot;Bugün onun için burada bir sıcak dost yoktur.&quot; ,Mustafa Öztürk
5359,69,36,&quot;Yıkananların atık sularından başka yemek de yoktur.&quot; ,Mustafa Öztürk
5360,69,37,&quot;Ki o atık suyu sadece günahkarlar yer.&quot; ,Mustafa Öztürk
5361,69,38,"Hayır, sandıkları gibi değil! Yemin ederim gördüklerinize, ",Mustafa Öztürk
5362,69,39,Ve görmediklerinize! ,Mustafa Öztürk
5363,69,40,"Ki o, çok soylu bir elçinin sözüdür. ",Mustafa Öztürk
5364,69,41,Bir şairin sözü değildir o. Ne kadar da az inanıyorsunuz? ,Mustafa Öztürk
5365,69,42,Bir kahinin sözü de değildir o. Ne kadar da az araştırıp düşünüyorsunuz? ,Mustafa Öztürk
5366,69,43,Alemlerin Rabbi'nden bir indiriştir o. ,Mustafa Öztürk
5367,69,44,"Eğer bazı lafları bizim sözlerimiz diye ortaya sürseydi, ",Mustafa Öztürk
5368,69,45,Andolsun ondan sağ elini koparırdık. ,Mustafa Öztürk
5369,69,46,Sonra ondan can damarını mutlaka keserdik. ,Mustafa Öztürk
5370,69,47,Sizin hiçbiriniz ona siper de olamazdınız. ,Mustafa Öztürk
5371,69,48,"Gerçek şu ki o, sakınanlar için tam bir uyarıcı ve düşündürücüdür. ",Mustafa Öztürk
5372,69,49,"Ve biz, içinizden onu yalanlayanların bulunduğunu kesinlikle biliyoruz. ",Mustafa Öztürk
5373,69,50,"Ve o, küfre sapanlar için tam bir hasrettir. ",Mustafa Öztürk
5374,69,51,"Ve o, kesin bilginin tam gerçeğidir. ",Mustafa Öztürk
5375,69,52,"Hadi artık, yüce Rabbinin adını tespih et! ",Mustafa Öztürk
5376,70,1,"Soran birisi, geleceği kuşkusuz azabı sordu. ",Mustafa Öztürk
5377,70,2,Küfre sapanlar içindir o. Yoktur onu savacak. ,Mustafa Öztürk
5378,70,3,Yükselme boyutlarının/derecelerinin sahibi Allah'tandır o. ,Mustafa Öztürk
5379,70,4,"Melekler ve Ruh, miktarı ellibin yıl olan bir günde yükselirler O'na. ",Mustafa Öztürk
5380,70,5,Artık güzel bir sabırla sabret! ,Mustafa Öztürk
5381,70,6,Onlar onu çok uzak görüyorlar. ,Mustafa Öztürk
5382,70,7,Biz ise onu çok yakın görüyoruz. ,Mustafa Öztürk
5383,70,8,"O gün gök, erimiş bir maden gibi olur. ",Mustafa Öztürk
5384,70,9,"Dağlar, atılmış, renkli yün gibi olur. ",Mustafa Öztürk
5385,70,10,En yakın dostlar birbirlerinin halini sormaz/bir dost bir dostundan birşey isteyemez. ,Mustafa Öztürk
5386,70,11,"Bibirlerine gösterilirler. Suçlu, o günün azabından kurtulmak için oğullarını fidye vermeyi bile ister. ",Mustafa Öztürk
5387,70,12,"Eşini, kardeşini, ",Mustafa Öztürk
5388,70,13,Kendisini kucaklayıp barındıran ailesini. ,Mustafa Öztürk
5389,70,14,Ve yeryüzündeki insanların tümünü fidye verip kendisini kurtarmayı ister. ,Mustafa Öztürk
5390,70,15,"Hayır, hayır! O, alevlenen bir ateştir. ",Mustafa Öztürk
5391,70,16,Yakar-kavurur deriyi/koparıp götürür kolu-bacağı. ,Mustafa Öztürk
5392,70,17,"Çağırır, sırtını dönüp uzaklaşanı, ",Mustafa Öztürk
5393,70,18,Toplayıp kasada yığanı/depolayanı. ,Mustafa Öztürk
5394,70,19,"Işin gerçeği şu ki insan; aceleci, hırslı, sabırsız, tahammülsüz yaratılmıştır. ",Mustafa Öztürk
5395,70,20,Kendisine kötülük/hoşnutsuzluk dokununca basar bağırır. ,Mustafa Öztürk
5396,70,21,Kendisine hayır ve nimet ulaşınca ondan başkalarının yararlanmasına engel olur. ,Mustafa Öztürk
5397,70,22,Namaz kılıp dua edenler müstesna. ,Mustafa Öztürk
5398,70,23,"Bunlar, namazlarında süreklidirler. ",Mustafa Öztürk
5399,70,24,Bunların mallarında belirli bir hak vardır. ,Mustafa Öztürk
5400,70,25,Yoksul ve yoksun için. ,Mustafa Öztürk
5401,70,26,"Bunlar, din gününü içtenlikle doğrularlar. ",Mustafa Öztürk
5402,70,27,"Bunlar, yalnız Rablerinin azabından ürperirler. ",Mustafa Öztürk
5403,70,28,Gerçekten de Rablerinin azabı emin olunmayacak bir azaptır. ,Mustafa Öztürk
5404,70,29,"Bunlar, cinsiyet organlarını titizlikle korurlar. ",Mustafa Öztürk
5405,70,30,"Ancak onlar, eşleriyle, imkanlarının sahip olduğu şeyler konusunda kınanamazlar. ",Mustafa Öztürk
5406,70,31,"Kim bunun ötesini isterse, işte böyleleri sınırı aşanların ta kendileridir. ",Mustafa Öztürk
5407,70,32,"Bunlar, kendilerindeki emanatlere ve ahitlerine sadık kalırlar. ",Mustafa Öztürk
5408,70,33,"Bunlar, tanıklıklarını tam yaparlar. ",Mustafa Öztürk
5409,70,34,"Ve bunlar, namazlarını-dualarını korurlar. ",Mustafa Öztürk
5410,70,35,Işte bunlar cennetlerde ikram göreceklerdir. ,Mustafa Öztürk
5411,70,36,"O nankörlere ne oluyor ki, sana doğru, o yandan, bu yandan boyunlarını uzatarak geliyorlar; ",Mustafa Öztürk
5412,70,37,Sağdan ve soldan parçalar halinde. ,Mustafa Öztürk
5413,70,38,Onlardan herbiri nimet bahçesine konulacağını mı umuyor? ,Mustafa Öztürk
5414,70,39,"Hayır, ummasınlar! Gerçek şu ki biz onları, bildikleri şeyden yarattık. ",Mustafa Öztürk
5415,70,40,"Iş, onların sandığı gibi değil! Doğuların ve batıların Rabbine andolsun ki, biz gerçekten gücü yetenleriz; ",Mustafa Öztürk
5416,70,41,Onları kendilerinden daha üstün olanlarla değiştirmeye... Ve biz önüne geçebilecekler değiliz. ,Mustafa Öztürk
5417,70,42,"Bırak onları! Dalsınlar, oynasınlar kendileri için belirlenen günlerine ulaşıncaya kadar. ",Mustafa Öztürk
5418,70,43,"O gün, kabirlerden fırlayarak çıkarlar. Dikilmiş putlara doğru akın akın gider gibidirler. ",Mustafa Öztürk
5419,70,44,Gözleri yere eğik; bir zillet kuşatmıştır onları. Işte bu gündür onlara vaat edilmiş olan.  ,Mustafa Öztürk
5420,71,1,"Biz, Nuh'u, &quot;Toplumunu, kendilerine korkunç bir azap gelmeden önce uyar!&quot; diye kavmine gönderdik. ",Mustafa Öztürk
5421,71,2,"O dedi ki: &quot;Ey toplumum! Hiç kuşkunuz olmasın, ben sizin için açıklayıcı bir uyarıcıyım.&quot; ",Mustafa Öztürk
5422,71,3,"&quot;O halde, Allah'a ibadet edin. O'ndan korkun. Ve bana itaat edin ki, ",Mustafa Öztürk
5423,71,4,"Allah, günahlarınızı affetsin ve sizi belirli bir süreye kadar ertelesin. Çünkü Allah'ın eceli geldiğinde ertelenmez. Ah! Bir bilebilseydiniz.&quot; ",Mustafa Öztürk
5424,71,5,Nuh şöyle yakardı: &quot;Ey Rabbim! Ben toplumumu gece gündüz davet ettim.&quot; ,Mustafa Öztürk
5425,71,6,"&quot;Fakat çağrım, onların kaçışlarını artırmaktan başka bir işe yaramadı.&quot; ",Mustafa Öztürk
5426,71,7,"&quot;Ben onları, sen kendilerini affedesin diye çağırdıkça, parmaklarını kulaklarına tıkadılar, elbiselerine büründüler, inat ve ısrar ettiler ve kibirlendikçe",Mustafa Öztürk
5427,71,8,&quot;Sonra onları daha açık bir biçmde çağırdım.&quot; ,Mustafa Öztürk
5428,71,9,&quot;Daha sonra bir başka duyuru yönelttim. Ve onları gizli gizli de çağırdım.&quot; ,Mustafa Öztürk
5429,71,10,"Ve şöyle dedim: &quot;Rabbinizden af dileyin. O, bağışlamayı çok sevendir.&quot; ",Mustafa Öztürk
5430,71,11,&quot;Göğü üzerinize bol bol yağmur taşıyıcı olarak gönderir.&quot; ,Mustafa Öztürk
5431,71,12,"&quot;Sizi, mallar ve oğullarla güçlendirir, size yeşil bahçeler lütfeder. Ve sizin için nehirler akıtır.&quot; ",Mustafa Öztürk
5432,71,13,&quot;Ne oluyor size de Allah için bir vakar ümidinde olmuyorsunuz?&quot; ,Mustafa Öztürk
5433,71,14,"&quot;O ki, sizi halden hale/evreden evreye geçirerek yarattı.&quot; ",Mustafa Öztürk
5434,71,15,"&quot;Görmediniz mi, Allah yedi göğü ahenkli bir bütün olarak nasıl yarattı?&quot; ",Mustafa Öztürk
5435,71,16,"&quot;Ve Ay'ı, bunlar içinde bir nur yaptı ve Güneş'i bir kandil haline getirdi.&quot; ",Mustafa Öztürk
5436,71,17,&quot;Ve Allah sizi bir bitki olarak yereden bitirdi.&quot; ,Mustafa Öztürk
5437,71,18,&quot;Sonra sizi yere geri gönderiyor ve sonra bir çıkışla tekrar çıkarıyor.&quot; ,Mustafa Öztürk
5438,71,19,"&quot;Allah size yeryüzünü bir yaygı yaptı, ",Mustafa Öztürk
5439,71,20,Ki ondan geniş yollar edinip de yürüyesiniz.&quot; ,Mustafa Öztürk
5440,71,21,Nuh dedi ki: &quot;Rabbim! Onlar bana isyan ettiler de malı ve çocuğu kendisine hüsrandan başka bir artış getirmeyen kişiye uydular.&quot; ,Mustafa Öztürk
5441,71,22,&quot;Çok büyük hileler sergilediler/çok büyük tuzaklar kurdular.&quot; ,Mustafa Öztürk
5442,71,23,"Dediler ki: &quot;Ilahlarınızı sakın bırakmayın! Ved'di, Süva'ı asla bırakmayın! Yeğus'u, Yeuk'u, Nesr'i de bırakmayın!&quot; ",Mustafa Öztürk
5443,71,24,Çoklarını saptırdılar. Sen de o zalimler için şaşkınlıktan başka birşeyi artırma.&quot; ,Mustafa Öztürk
5444,71,25,"Hataları yüzündendir ki boğuldular, ateşe atıldılar. Kendileri için, Allah dışında yardımcılar bulamadılar. ",Mustafa Öztürk
5445,71,26,"Nuh şöyle yakardı: &quot;Rabbim! Yeryüzünde, kafirlerden yurt tutacak/gezip dolaşacak hiç kimse bırakma.&quot; ",Mustafa Öztürk
5446,71,27,"&quot;Çünkü eğer sen onları bırakırsan, kullarını saptırırlar ve kötülük üreten nankörden başkasını doğurmazlar.&quot; ",Mustafa Öztürk
5447,71,28,"&quot;Rabbim! Beni, anne-babamı, inanmış olarak evime gireni, tüm inanmış erkekleri ve inanmış kadınları affet! Zalimlerin de sadece helak ve perişanlığını artır",Mustafa Öztürk
5448,72,1,"De ki:&quot;Cinlerden bir topluluğun dinleyip şunu söyledikleri bana vahyolundu:Gerçekten biz, hayranlık verici bir Kur'an dinledik&quot; ",Mustafa Öztürk
5449,72,2,&quot;Doğruya ve hayra kılavuzluyor.Biz de inandık ona.Artık rabbimize asla kimseyi ortak koşmayacağız&quot; ,Mustafa Öztürk
5450,72,3,"&quot;Rabbimizin adı/kudreti/işi/gayreti çok yücedir. O,ne bir dişi dost edinmiştir nede bir çocuk&quot; ",Mustafa Öztürk
5451,72,4,"&quot;Doğrusu bizim beyinsiz,Allah hakkında saçma lakırdı ediyormuş&quot; ",Mustafa Öztürk
5452,72,5,"&quot;Biz sanıştık ki,ne insanlar ne de cinler Allah hakkında asla yalan söylemezler&quot; ",Mustafa Öztürk
5453,72,6,"&quot;Gerçek şu ki, insanlardan bazı erkekler, cinlerden bazı erkeklere sığınırlardı da onların şımarıklık ve azgınlığını artırır",Mustafa Öztürk
5454,72,7,"&quot;Onlar tıpkı sizin sandığınız gibi,Allah'ın hiç kimseyi diriltemeyeceğini sanmışlardı.&quot; ",Mustafa Öztürk
5455,72,8,&quot;Biz göğe gerçekten dokunduk da onu titiz ve güçlü bekçilerle ve kayıp giden ışınlarla/alevlerle doldurulmuş bulduk.&quot; ,Mustafa Öztürk
5456,72,9,"&quot;Biz eskiden,onun,dinlemek için oturulan yerlerinde otururduk.Ama şu anda kim dinlemeye kalksa kendisini gözetleyen bir alev/ışık bulur.&quot; ",Mustafa Öztürk
5457,72,10,"&quot;Doğrusu, bilmiyoruz, yeryüzündeki şuurlulara şer mi istendi, yoksa Rableri onlar için doğru ve güzel olanı mı istemiştir.&quot; ",Mustafa Öztürk
5458,72,11,"&quot;Şu da bir gerçek ki, bizden hayra yönelenler/barışçılar vardı; ama bizden başka türlü olanlar da vardır. Dilim dilim yollar olmuşuz biz.&quot; ",Mustafa Öztürk
5459,72,12,&quot;Ve biz şunu sezdik;Biz yeryüzünde Allah'ı asla aciz bırakamayız; kaçarak da onu aciz bırakamayız.&quot; ,Mustafa Öztürk
5460,72,13,"&quot;Biz doğruya ve güzele kılavuzlayanı dinleyince,ona inandık.Rabbine inanan kişi ne hakkının eksik verilmesinden korkar ne de tecavüze uğramaktan.&quot; ",Mustafa Öztürk
5461,72,14,"&quot;Nihayet, bizden Allah'a teslim olanlar da var, haksızlığa sapıp çizgiden çıkanlar da var. Allah'a teslim olanlar, işte onlar doğruyu ve hayrı aramışlardır.&qu",Mustafa Öztürk
5462,72,15,&quot;Haksızlığa sapanlar ise cehenneme odun olmuşlardır.&quot; ,Mustafa Öztürk
5463,72,16,"Eğer yolda, kıvamında yürüselerdi, onları bol bir su ile suvarırdık, ",Mustafa Öztürk
5464,72,17,"Ki onları, onun içinde imtihan edelim. Kim rabbinin Zikri'nde/Kur'an'dan yüz çevirirse Rabbi onu, gittikçe yükselen bir azaba sokar. ",Mustafa Öztürk
5465,72,18,"Hiç kuşkusuz, mescitler Allah içindir.O halde , Allah ile birlikte bir başkasına yakarmayın/Allah'ın yanında bir başkası için çağrıda bulunmayın. ",Mustafa Öztürk
5466,72,19,"Allah'ın kulu kalkmış O'na yakarırken, onlar onun üzerine keçeleşir gibi üşüşüyorlardı. ",Mustafa Öztürk
5467,72,20,De ki:&quot;Ben ancak Rabbime yakarırım. Ve hiç kimseyi ona ortak koşmam.&quot; ,Mustafa Öztürk
5468,72,21,De ki:&quot;Ben size zarar verme gücüne de ışık ve aydınlık verme gücüne de sahip değilim.&quot; ,Mustafa Öztürk
5469,72,22,De ki:&quot;Allah'tan beni hiç kimse kurtaramaz ve O'nun dışında bir sığınak da asla bulamam.&quot; ,Mustafa Öztürk
5470,72,23,&quot;Ancak Allah'tan bir tebliğ ve O'nun mesajlarından birşeyler sunabilirim.&quot; Allah'a ve O'nun Resulüne isyan edenler için cehennem ateşi vardır. Sürekli içinde kalacaklar,Mustafa Öztürk
5471,72,24,"Sonunda, onlar kendilerine vaad edileni gördüklerinde, yardımcı bakımından daha zayıf kim, sayı bakımından daha az kim, bileceklerdir. ",Mustafa Öztürk
5472,72,25,"De ki:&quot;Bilmiyorum, size vaad edilen şey yakın mıdır, yoksa rabbim onun için uzun bir süre mi koyacaktır ?&quot; ",Mustafa Öztürk
5473,72,26,Gaybı bilendir O. Gaybı konusunda hiç kimseyi yardımcı yapmıyor. ,Mustafa Öztürk
5474,72,27,"Seçtiği bir elçi müstesna.Çünkü O, resulünün önünden ve arkasından gözetleyiciler yürütür. ",Mustafa Öztürk
5475,72,28,"Ki onların, Rablerinin elçiliklerini hedefine tam ulaştırdıklarını bilsin. Allah, onların katında bulunan şeyleri kuşatmış ve herşeyi niceden inceye sayıya bağ",Mustafa Öztürk
5476,73,1,Ey örtüsüne bürünen! ,Mustafa Öztürk
5477,73,2,"Geceleyin kalk! Kısa bir süre hariç, ",Mustafa Öztürk
5478,73,3,Gecenin yarısını ayakta ol yahut bundan biraz eksilt. ,Mustafa Öztürk
5479,73,4,"Yahut buna biraz ekle:Ve Kuran'ı ağır ağır,düşüne,düşüne oku. ",Mustafa Öztürk
5480,73,5,"Doğrusu, biz senin üzerine ağır bir söz bırakacağız. ",Mustafa Öztürk
5481,73,6,"Şu bir gerçek ki, yeni bir oluşa koyulmak üzere geceleyin kalkan, yer tutma bakımından daha güçlü, söz bakımından daha etkilidir. ",Mustafa Öztürk
5482,73,7,Kuşkusuz gündüz boyu senin için uzun bir dolaşma/uzun bir uğraş vardır. ,Mustafa Öztürk
5483,73,8,"Rabbinin adını an ve tebettül et, tüm benliğinle ona yönel. ",Mustafa Öztürk
5484,73,9,Doğunun ve batının Rabbidir O. Tanrı yoktur O'ndan başka.O'nu vekil et. ,Mustafa Öztürk
5485,73,10,Onların söylediklerine sabret. Ve güzelce ayrıl onlardan. ,Mustafa Öztürk
5486,73,11,Benimle o nimete boğulmuş yalanlayıcıları başbaşa bırak. Birazcık süre tanı onlara. ,Mustafa Öztürk
5487,73,12,"Bizim yanımızda bukağılar var, cehennem var. ",Mustafa Öztürk
5488,73,13,"Boğazdan zor geçen bir yiyecek, korkunç bir azap var, ",Mustafa Öztürk
5489,73,14,O günde ki yer ve dağlar sarsılır ve dağlar eriyip akan bir kum yığınına dönüşür. ,Mustafa Öztürk
5490,73,15,Biz size üstünüze tanık olan bir resul gönderdik.Tıpkı firavuna bir resul gönderdigimiz gibi. ,Mustafa Öztürk
5491,73,16,"Ama Firavun, resule isyan etti de biz onu korkunç bir tutuşla tutuverdik. ",Mustafa Öztürk
5492,73,17,"Eğer küfrederseniz, çocukları ak saçlı ihtiyarlara çeviren o günden nasıl korunacaksınız? ",Mustafa Öztürk
5493,73,18,Gök bile o yüzden parçalanır. O'nun vaadi gerçekleşmiştir. ,Mustafa Öztürk
5494,73,19,"Bu bir öğüt verici, düşündürücüdür.Dileyen, Rabbine doğru, bir yol edinir. ",Mustafa Öztürk
5495,73,20,"Hiç kuşkun olmasın,Rabbin senin durumunu biliyor. Gecenin üçte ikisinden daha azını, yarısını, üçte birini ayakta geçiriyorsun. Seninle beraber olanlardan bir grup da öyle",Mustafa Öztürk
5496,74,1,Ey örtüsüne bürünen! ,Mustafa Öztürk
5497,74,2,Kalk da uyar! ,Mustafa Öztürk
5498,74,3,Rabbinin yüceliğini duyur. ,Mustafa Öztürk
5499,74,4,Temizle giysini. ,Mustafa Öztürk
5500,74,5,Uzaklaştır kendinden pisliği. ,Mustafa Öztürk
5501,74,6,Çok bularak başa kakma yaptığın iyiliği. ,Mustafa Öztürk
5502,74,7,Ve yalnız Rabbin için dayanıklı kıl benliği. ,Mustafa Öztürk
5503,74,8,"O boruya üfürüldüğünde, ",Mustafa Öztürk
5504,74,9,"Işte o gün, çok zorlu, çok çetin bir gündür. ",Mustafa Öztürk
5505,74,10,Küfre batmışlar için hiç de kolay değildir. ,Mustafa Öztürk
5506,74,11,"Benimle, yarattığım kişiyi başbaşa bırak! ",Mustafa Öztürk
5507,74,12,Hesapsız bir mal verdim ona. ,Mustafa Öztürk
5508,74,13,Göz doyurucu oğullar verdim. ,Mustafa Öztürk
5509,74,14,Alabildiğine imkanlar döşedim onun için. ,Mustafa Öztürk
5510,74,15,Tüm bunlardan sonra hırs ile daha da artırmamı istiyor. ,Mustafa Öztürk
5511,74,16,"Hayır, iş, sanıldığı gibi değil! O bizim ayetlerimize karşı bir inatçı kesildi. ",Mustafa Öztürk
5512,74,17,Ben onu dik bir yola süreceğim. ,Mustafa Öztürk
5513,74,18,Derin derin düşündü o; ölçtü-biçti. ,Mustafa Öztürk
5514,74,19,"Kahrolası, nasıl bir ölçü kullandı! ",Mustafa Öztürk
5515,74,20,"Bir kez daha kahrolası, nasıl bir ölçü kullandı?! ",Mustafa Öztürk
5516,74,21,Sonra baktı. ,Mustafa Öztürk
5517,74,22,"Sonra yüzünü buruşturdu, kaşlarını çattı. ",Mustafa Öztürk
5518,74,23,"Sonra, arkasını döndü ve böbürlendi. ",Mustafa Öztürk
5519,74,24,"Şöyle dedi: &quot;Bu, rivayet edilerek gelen bir büyüden başka şey değil.&quot; ",Mustafa Öztürk
5520,74,25,&quot;Insan sözünden başka birşey değil bu.&quot; ,Mustafa Öztürk
5521,74,26,Onu Sekar'a fırlatacağım. ,Mustafa Öztürk
5522,74,27,Bilir misin nedir Sekar? ,Mustafa Öztürk
5523,74,28,"Ortada birşey bırakmaz, hiçbirşeyi görmezlik etmez o. ",Mustafa Öztürk
5524,74,29,Insan için tablolar/levhalar/ekranlar sunandır o. ,Mustafa Öztürk
5525,74,30,Üzerinde ondokuz vardır onun. ,Mustafa Öztürk
5526,74,31,"Biz, cehennem yaranını hep melekler yaptık. Ve biz onların sayılarını da küfre sapanlar için bir imtihandan başka şey yapmadık. Ta ki, kendilerine kitap verilenler iyice ve apaç",Mustafa Öztürk
5527,74,32,"Hayır, sandıkları gibi değil.Andolsun Ay'a, ",Mustafa Öztürk
5528,74,33,"Andolsun geceye, sırtını döndüğünde; ",Mustafa Öztürk
5529,74,34,"Andolsun sabaha, ağarıp ışığında, ",Mustafa Öztürk
5530,74,35,Ki o gerçekten en büyüklerden biridir. ,Mustafa Öztürk
5531,74,36,Insan için bir uyarıcıdır. ,Mustafa Öztürk
5532,74,37,"Sizden, öne geçmek yahut arkaya kalmak/erken davranmak yahut gecikmek isteyen için. ",Mustafa Öztürk
5533,74,38,Her benlik öz kazancının bir karşılığıdır. ,Mustafa Öztürk
5534,74,39,Uğur ve bereket yaranı müstesna. ,Mustafa Öztürk
5535,74,40,"Bahçelerdedirler.Birbirlerine soruyolar, ",Mustafa Öztürk
5536,74,41,Suçlular hakkında: ,Mustafa Öztürk
5537,74,42,&quot;Sizi Sekar'a sürükleyen nedir?&quot; ,Mustafa Öztürk
5538,74,43,Cevap verdiler: &quot;Namaz kılıp dua edenlerden değildik.&quot; ,Mustafa Öztürk
5539,74,44,&quot;Yoksulu yedirip doyurmuyorduk.&quot; ,Mustafa Öztürk
5540,74,45,&quot;Boş lakırdılara dalanlarla dalar giderdik.&quot; ,Mustafa Öztürk
5541,74,46,&quot;Din gününü yalanlıyorduk.&quot; ,Mustafa Öztürk
5542,74,47,"&quot;Nihayet, tartışılmaz ve karşı çıkılmaz bilgi önümüze dikildi.&quot; ",Mustafa Öztürk
5543,74,48,Artık yarar sağlamaz onlara şefaatçilerin şefaati. ,Mustafa Öztürk
5544,74,49,Ne oluyor onlara da öğüt verip düşündüren şeyden yüz çeviriyorlar? ,Mustafa Öztürk
5545,74,50,"Sağa-sola kaçışan yaban eşekleri gibidirler, ",Mustafa Öztürk
5546,74,51,Arslandan ürkmüşlerdir. ,Mustafa Öztürk
5547,74,52,"Içlerinden her kişi de istiyor ki, kendisine açılıp saçılmış sayfalar verilsin. ",Mustafa Öztürk
5548,74,53,"Hayır, öyle şey olmaz! Doğrusu şu ki ahiretten korkmuyorlar. ",Mustafa Öztürk
5549,74,54,"Hayır, iş , sandıkları gibi değil! O bir öğüt verici/bir düşündürücüdür. ",Mustafa Öztürk
5550,74,55,"Dileyen düşünür onu, öğüt alır. ",Mustafa Öztürk
5551,74,56,"Ve onlar, Allah'ın dilediği dışında, öğüt alamazlar. Sakındırmaya ve affetmeye ehil olan O'dur.  ",Mustafa Öztürk
5552,75,1,"Hayır, öyle değil! Kıyamet gününe yemin edelim ki, ",Mustafa Öztürk
5553,75,2,Öyle değil! Kendisini kınayan benliği de yemin ederim. ,Mustafa Öztürk
5554,75,3,"Insan, kendisinin kemiklerini asla biraraya toplamayacağımızı mı sanıyor? ",Mustafa Öztürk
5555,75,4,"Hayır, sandığı gibi değil! Biz onun parmak uçlarını da tam bir biçimde düzenlemeye gücü yetenleriz. ",Mustafa Öztürk
5556,75,5,Fakat insan kendi önünde rezillik sergilemeyi ister. ,Mustafa Öztürk
5557,75,6,&quot;Kıyamet günü nerede/ne zaman?&quot; diye sorar. ,Mustafa Öztürk
5558,75,7,"Göz şimşek çaktığında, ",Mustafa Öztürk
5559,75,8,"Ay tutulduğunda, ",Mustafa Öztürk
5560,75,9,"Ve Güneş'le Ay biraraya getirildiğinde, ",Mustafa Öztürk
5561,75,10,Der ki insan o gün: &quot;Kaçılacak yer nerede?&quot; ,Mustafa Öztürk
5562,75,11,"Hayır, yok sığınacak yer. ",Mustafa Öztürk
5563,75,12,Varılıp durulacak yer Rabbinin huzurudur o gün. ,Mustafa Öztürk
5564,75,13,Haber verilir insana o gün önden gönderdiği de arkaya bıraktığı da. ,Mustafa Öztürk
5565,75,14,"Gerçek şu ki insan, öz benliği üzerine yönelmiş keskin ve derin bir bakıştır; ",Mustafa Öztürk
5566,75,15,Dökse de ortaya tüm mazeretlerini. ,Mustafa Öztürk
5567,75,16,Onu hemen okuyasın diye dilini hareket ettirme. ,Mustafa Öztürk
5568,75,17,Onu toplamak ve okumak bize düşer. ,Mustafa Öztürk
5569,75,18,"O halde, biz onu okuduğumuzda, sen onun okunuşunu izle. ",Mustafa Öztürk
5570,75,19,Sonra onu açıklamak da bizim işimiz olacaktır. ,Mustafa Öztürk
5571,75,20,"Hayır, hayır! Siz hemencecik geleni seversiniz. ",Mustafa Öztürk
5572,75,21,Ve sonradan geleceği terk edersiniz. ,Mustafa Öztürk
5573,75,22,"Yüzler vardır o gün parıltılı, ",Mustafa Öztürk
5574,75,23,Rabbine doğru bakan. ,Mustafa Öztürk
5575,75,24,"Ve yüzler vardır o gün, asık/buruk, ",Mustafa Öztürk
5576,75,25,"Kendisine, bel kıracak bir hesap yöneleceğini sezinler. ",Mustafa Öztürk
5577,75,26,"Iş, onların sandığı gibi değil! Can, köprücüklere dayandığında, ",Mustafa Öztürk
5578,75,27,&quot;Kim var okuyup üfleyecek?&quot;denilir! ,Mustafa Öztürk
5579,75,28,Sezinlemiştir ki odur ayrılık. ,Mustafa Öztürk
5580,75,29,Dolaşmıştır el-ayak/kol-bacak. ,Mustafa Öztürk
5581,75,30,Rabbine doğrudur o gün sevkiyat. ,Mustafa Öztürk
5582,75,31,Ne tasdik etti ne yakardı/ne sadaka verdi ne namaz kıldı. ,Mustafa Öztürk
5583,75,32,"Tam aksine, yalanladı, gerisin geri döndü. ",Mustafa Öztürk
5584,75,33,Sonra da çalım sata sata ailesine gitti. ,Mustafa Öztürk
