sira,sure,ayet,metin,hoca
4127,39,69,"Then the earth will shine with the light of its Lord. The record will be proclaimed, and the prophets and the witnesses will be brought forth. Everyone will then be judged equitably, without the least injustice.",Rashad Khalifa
4128,39,70,"Every soul will be paid for whatever it did, for He is fully aware of everything they have done.",Rashad Khalifa
4129,39,71,"Those who disbelieved will be led to Hell in throngs. When they get to it, and its gates are opened, its guards will say, ""Did you not receive messengers from among you, who recited to you the revelations of your Lord, and warned you about meeting this day?"" They will answer, ""Yes indeed. But the word 'retribution' was already stamped upon the disbelievers.""",Rashad Khalifa
4130,39,72,"It will be said, ""Enter the gates of Hell, wherein you abide forever."" What a miserable destiny for the arrogant.",Rashad Khalifa
4131,39,73,"Those who reverenced their Lord will be led to Paradise in throngs. When they get to it, and its gates are opened, its guards will say, ""Peace be upon you; you have won. Therefore, you abide herein forever.""",Rashad Khalifa
4132,39,74,"They will say, ""Praise be to GOD, who fulfilled His promise to us, and made us inherit the earth, enjoying Paradise as we please."" What a beautiful recompense for the workers!",Rashad Khalifa
4133,39,75,"You will see the angels floating around the throne, glorifying and praising their Lord. After the equitable judgment is issued to all, it will be proclaimed: ""Praise be to GOD, Lord of the universe.""",Rashad Khalifa
4134,40,1,H. M.,Rashad Khalifa
4135,40,2,"This revelation of the scripture is from GOD, the Almighty, the Omniscient.",Rashad Khalifa
4136,40,3,"Forgiver of sins, acceptor of repentance, strict in enforcing retribution, and possessor of all power. There is no other god beside Him. To Him is the ultimate destiny.",Rashad Khalifa
4137,40,4,None argues against GOD's revelations except those who disbelieve. Do not be impressed by their apparent success.,Rashad Khalifa
4138,40,5,"Disbelieving before them were the people of Noah, and many other opponents after them. Every community persecuted their messenger to neutralize him. And they argued with falsehood, to defeat the truth. Consequently, I punished them; how terrible was My retribution!",Rashad Khalifa
4139,40,6,"Thus, the judgment of your Lord is already stamped upon those who disbelieve, that they are the dwellers of Hell.",Rashad Khalifa
4140,40,7,"Those who serve the throne and all those around it glorify and praise their Lord, and believe in Him. And they ask forgiveness for those who believe: ""Our Lord, Your mercy and Your knowledge encompass all things. Forgive those who repent and follow Your path, and spare them the retribution of Hell.",Rashad Khalifa
4141,40,8,"""Our Lord, and admit them into the gardens of Eden that You promised for them and for the righteous among their parents, spouses, and children. You are the Almighty, Most Wise.",Rashad Khalifa
4142,40,9,"""And protect them from falling in sin. Whomever You protect from falling in sin, on that day, has attained mercy from You. This is the greatest triumph.""",Rashad Khalifa
4143,40,10,"Those who disbelieve will be told, ""GOD's abhorrence towards you is even worse than your own abhorrence towards yourselves. For you were invited to believe, but you chose to disbelieve."",",Rashad Khalifa
4144,40,11,"They will say, ""Our Lord, you have put us to death twice, and You gave us two lives; now we have confessed our sins. Is there any way out?""*",Rashad Khalifa
4145,40,12,"This is because when GOD ALONE was advocated, you disbelieved, but when others were mentioned beside Him, you believed. Therefore, GOD's judgment has been issued; He is the Most High, the Great.",Rashad Khalifa
4146,40,13,"He is the One who continuously shows you His proofs, and sends down to you from the sky provisions. Only those who totally submit will be able to take heed.",Rashad Khalifa
4147,40,14,"Therefore, you shall devote your worship absolutely to GOD ALONE, even if the disbelievers dislike it.",Rashad Khalifa
4148,40,15,"Possessor of the highest ranks, and Ruler of the whole dominion. He sends inspiration, bearing His commands, to whomever He chooses from among His servants, to warn about the Day of Summoning.",Rashad Khalifa
4149,40,16,"That is the day when everyone will be completely exposed; none of them will hide anything from GOD. To whom belongs all sovereignty on that day? To GOD, the One, the Supreme.",Rashad Khalifa
4150,40,17,"On that day, every soul will be requited for whatever it had earned. There will be no injustice on that day. GOD is most efficient in reckoning.",Rashad Khalifa
4151,40,18,"Warn them about the imminent day, when the hearts will be terrified, and many will be remorseful. The transgressors will have no friend nor an intercessor to be obeyed.",Rashad Khalifa
4152,40,19,"He is fully aware of what the eyes cannot see, and everything that the minds conceal.",Rashad Khalifa
4153,40,20,"GOD judges equitably, while the idols they implore beside Him cannot judge anything. GOD is the One who is the Hearer, the Seer.",Rashad Khalifa
4154,40,21,"Did they not roam the earth and note the consequences for those before them? They used to be stronger than they, and more productive on earth. But GOD punished them for their sins, and nothing could protect them from GOD.",Rashad Khalifa
4155,40,22,"That is because their messengers went to them with clear proofs, but they disbelieved. Consequently, GOD punished them. He is Mighty, strict in enforcing retribution.",Rashad Khalifa
4156,40,23,We sent Moses with our signs and a profound authority.,Rashad Khalifa
4157,40,24,"To Pharaoh, Haamaan, and Qaaroon. But they said, ""A magician; a liar.""",Rashad Khalifa
4158,40,25,"And when he showed them the truth from us, they said, ""Kill the sons of those who believed with him, and spare their daughters."" Thus, the scheming of the disbelievers is always wicked.",Rashad Khalifa
4159,40,26,"Pharaoh said, ""Let me kill Moses, and let him implore his Lord. I worry lest he corrupts your religion, or spreads evil throughout the land.""",Rashad Khalifa
4160,40,27,"Moses said, ""I seek refuge in my Lord and your Lord, from every arrogant one who does not believe in the Day of Reckoning.""",Rashad Khalifa
4161,40,28,"A believing man among Pharaoh's people, who was concealing his belief, said, ""How can you kill a man just for saying, 'My Lord is GOD,' and he has shown you clear proofs from your Lord? If he is a liar, that is his problem, and if he is truthful, you benefit from his promises. Surely, GOD does not guide any transgressor, liar.",Rashad Khalifa
4162,40,29,"""O my people, today you have kingship and the upperhand. But who will help us against GOD's judgment, should it come to us?"" Pharaoh said, ""You are to follow only what I see fit; I will guide you only in the right path.""",Rashad Khalifa
4163,40,30,"The one who believed said, ""O my people, I fear for you the same fate as the previous opponents.",Rashad Khalifa
4164,40,31,"""The opponents of Noah, and 'Aad, Thamoud, and others who came after them. GOD does not wish any injustice for the people.",Rashad Khalifa
4165,40,32,"""O my people, I fear for you the Day of Summoning.",Rashad Khalifa
4166,40,33,"""That is the day when you may wish to turn around and flee. But nothing will protect you then from GOD. Whomever GOD sends astray, nothing can guide him.""",Rashad Khalifa
4167,40,34,"Joseph had come to you before that with clear revelations, but you continued to doubt his message. Then, when he died you said, ""GOD will not send any other messenger after him. (He was the last messenger)!"" GOD thus sends astray those who are transgressors, doubtful.",Rashad Khalifa
4168,40,35,"They argue against GOD's revelations, without any basis. This is a trait that is most abhorred by GOD and by those who believe. GOD thus seals the hearts of every arrogant tyrant.",Rashad Khalifa
4169,40,36,"Pharaoh said, ""O Haamaan, build for me a high tower, that I may reach out and discover.",Rashad Khalifa
4170,40,37,"""I want to reach the heaven, and take a look at the god of Moses. I believe he is a liar."" Thus were the evil works of Pharaoh adorned in his eyes, and thus was he kept from following (the right) path. Pharaoh's scheming was truly evil.",Rashad Khalifa
4171,40,38,"The one who believed said, ""O my people, follow me, and I will guide you in the right way.",Rashad Khalifa
4172,40,39,"""O my people, this first life is a temporary illusion, while the Hereafter is the eternal abode.""",Rashad Khalifa
4173,40,40,"Whoever commits a sin is requited for just that, and whoever works righteousness - male or female - while believing, these will enter Paradise wherein they receive provisions without any limits.",Rashad Khalifa
4174,40,41,"""O my people, while I invite you to be saved, you invite me to the hellfire.",Rashad Khalifa
4175,40,42,"""You invite me to be unappreciative of GOD, and to set up beside Him idols that I do not recognize. I am inviting you to the Almighty, the Forgiver.",Rashad Khalifa
4176,40,43,"""There is no doubt that what you invite me to do has no basis in this world, nor in the Hereafter, that our ultimate return is to GOD, and that the transgressors have incurred the hellfire.",Rashad Khalifa
4177,40,44,"""Some day you will remember what I am telling you now. I leave the judgment of this matter to GOD; GOD is the Seer of all the people.""",Rashad Khalifa
4178,40,45,"GOD then protected him from their evil schemes, while the people of Pharaoh have incurred the worst retribution.",Rashad Khalifa
4179,40,46,"The Hell will be shown to them day and night, and on the Day of Resurrection: ""Admit Pharaoh's people into the worst retribution.""",Rashad Khalifa
4180,40,47,"As they argue in Hell, the followers will say to their leaders, ""We used to be your followers, can you spare us any part of this Hell?""",Rashad Khalifa
4181,40,48,"The leaders will say, ""We are all in this together. GOD has judged among the people.""",Rashad Khalifa
4182,40,49,"Those in the hellfire will say to the guardians of Hell, ""Call upon your Lord to reduce the retribution for us, for even one day.""",Rashad Khalifa
4183,40,50,"They will say, ""Did you not receive your messengers who delivered to you clear messages?"" They will reply, ""Yes we did."" They will say, ""Then implore (as much as you wish); the imploring of the disbelievers is always in vain.""",Rashad Khalifa
4184,40,51,"Most assuredly, we will give victory to our messengers and to those who believe, both in this world and on the day the witnesses are summoned.",Rashad Khalifa
4185,40,52,"On that day, the apologies of the disbelievers will not benefit them. They have incurred condemnation; they have incurred the worst destiny.",Rashad Khalifa
4186,40,53,"We have given Moses the guidance, and made the Children of Israel inherit the scripture.",Rashad Khalifa
4187,40,54,(Their history) is a lesson and a reminder for those who possess intelligence.,Rashad Khalifa
4188,40,55,"Therefore, be patient, for GOD's promise is true, and ask forgiveness for your sin, and glorify and praise your Lord night and day.",Rashad Khalifa
4189,40,56,"Surely, those who argue against GOD's revelations without proof are exposing the arrogance that is hidden inside their chests, and they are not even aware of it. Therefore, seek refuge in GOD; He is the Hearer, the Seer.",Rashad Khalifa
4190,40,57,"The creation of the heavens and the earth is even more awesome than the creation of the human being, but most people do not know.",Rashad Khalifa
4191,40,58,Not equal are the blind and the seer. Nor are those who believe and work righteousness equal to the sinners. Rarely do you take heed.,Rashad Khalifa
4192,40,59,"Most certainly, the Hour (Day of Judgment) is coming, no doubt about it, but most people do not believe.",Rashad Khalifa
4193,40,60,"Your Lord says, ""Implore Me, and I will respond to you. Surely, those who are too arrogant to worship Me will enter Gehenna, forcibly."" *",Rashad Khalifa
4194,40,61,"GOD is the One who designed the night so you can rest in it, and the day lighted. GOD bestows many blessings upon the people, but most people are not thankful.",Rashad Khalifa
4195,40,62,"Such is GOD your Lord, the Creator of all things. There is no god except He. How could you deviate?",Rashad Khalifa
4196,40,63,Deviating are those who disregard GOD's revelations.,Rashad Khalifa
4197,40,64,"GOD is the One who rendered the earth habitable for you, and the sky a formidable structure, and He designed you, and designed you well. He is the One who provides you with good provisions. Such is GOD your Lord; Most Exalted is GOD, Lord of the universe.",Rashad Khalifa
4198,40,65,"He is the Living; there is no god except He. You shall worship Him alone, devoting your religion absolutely to Him alone. Praise be to GOD, Lord of the universe.",Rashad Khalifa
4199,40,66,"Say, ""I have been enjoined from worshipping the idols you worship beside GOD, when the clear revelations came to me from my Lord. I was commanded to submit to the Lord of the universe.""",Rashad Khalifa
4200,40,67,"He is the One who created you from dust, and subsequently from a tiny drop, then from a hanging embryo, then He brings you out as a child, then He lets you reach maturity, then you become old - some of you die earlier. You attain a predetermined age, that you may understand.",Rashad Khalifa
4201,40,68,"He is the only One who controls life and death. To have anything done, He simply says to it, ""Be,"" and it is.",Rashad Khalifa
4202,40,69,"Have you noted those who argue against GOD's proofs, and how they have deviated?",Rashad Khalifa
4203,40,70,"They are the ones who have disbelieved in the scripture, and in the messages we have sent with our messengers. Therefore, they will surely find out.",Rashad Khalifa
4204,40,71,"The shackles will be around their necks, and the chains will be used to drag them.",Rashad Khalifa
4205,40,72,"In the Inferno, then in the Fire, they will burn.",Rashad Khalifa
4206,40,73,"They will be asked, ""Where are the idols you used to worship,",Rashad Khalifa
4207,40,74,"""beside GOD?"" They will say, ""They have abandoned us. In fact, when we worshipped them, we were worshipping nothing."" Thus does GOD send the disbelievers astray.",Rashad Khalifa
4208,40,75,"This is because you used to rejoice in false doctrines on earth, and you used to promote them.",Rashad Khalifa
4209,40,76,"Enter the gates of Gehenna, wherein you abide forever. What a miserable destiny for the arrogant ones.",Rashad Khalifa
4210,40,77,"You shall be patient, for GOD's promise is truth. Whether we show you some of (the retribution) we have promised for them, or terminate your life before that, they will be returned to us.",Rashad Khalifa
4211,40,78,"We have sent messengers before you - some of them we mentioned to you, and some we did not mention to you. No messenger can produce any miracle without GOD's authorization. Once GOD's judgment is issued, the truth dominates, and the falsifiers are exposed and humiliated.",Rashad Khalifa
4212,40,79,"GOD is the One who created the livestock for you; some you ride, and some you eat.",Rashad Khalifa
4213,40,80,"They also provide you with additional benefits that satisfy many of your needs. On them, as well as on the ships, you are carried.",Rashad Khalifa
4214,40,81,He thus shows you His proofs. Which of GOD's proofs can you deny?,Rashad Khalifa
4215,40,82,"Have they not roamed the earth and noted the consequences for those who preceded them? They used to be greater in number, greater in power, and possessed a greater legacy on earth. Yet, all their achievements did not help them in the least.",Rashad Khalifa
4216,40,83,"When their messengers went to them with clear proofs, they rejoiced in the knowledge they had inherited, and the very things they ridiculed were the cause of their fall.",Rashad Khalifa
4217,40,84,"Subsequently, when they saw our retribution they said, ""Now we believe in GOD ALONE, and we now disbelieve in the idol worship that we used to practice.""",Rashad Khalifa
4218,40,85,"Their belief then could not help them in the least, once they saw our retribution. Such is GOD's system that has been established to deal with His creatures; the disbelievers are always doomed.",Rashad Khalifa
4219,41,1,H. M.,Rashad Khalifa
4220,41,2,"A revelation from the Most Gracious, Most Merciful.",Rashad Khalifa
4221,41,3,"A scripture whose verses provide the complete details, in an Arabic Quran, for people who know.",Rashad Khalifa
4222,41,4,"A bearer of good news, as well as a warner. However, most of them turn away; they do not hear.",Rashad Khalifa
4223,41,5,"They said, ""Our minds are made up, our ears are deaf to your message, and a barrier separates us from you. Do what you want, and so will we.""",Rashad Khalifa
4224,41,6,"Say, ""I am no more than a human being like you, who has been inspired that your god is one god. You shall be devoted to Him, and ask His forgiveness. Woe to the idol worshipers.",Rashad Khalifa
4225,41,7,"""Who do not give the obligatory charity (Zakat), and with regard to the Hereafter, they are disbelievers.""",Rashad Khalifa
4226,41,8,"As for those who believe and lead a righteous life, they receive a well deserved recompense.",Rashad Khalifa
4227,41,9,"Say, ""You disbelieve in the One who created the earth in two days, and you set up idols to rank with Him, though He is Lord of the universe.""",Rashad Khalifa
4228,41,10,"He placed on it stabilizers (mountains), made it productive, and He calculated its provisions in four days, to satisfy the needs of all its inhabitants.*",Rashad Khalifa
4229,41,11,"Then He turned to the sky, when it was still gas, and said to it, and to the earth, ""Come into existence, willingly or unwillingly."" They said, ""We come willingly.""",Rashad Khalifa
4230,41,12,"Thus, He completed the seven universes in two days, and set up the laws for every universe. And we adorned the lowest universe with lamps, and placed guards around it. Such is the design of the Almighty, the Omniscient.,",Rashad Khalifa
4231,41,13,"If they turn away, then say, ""I am warning you of a disaster like the disaster that annihilated 'Aad and Thamoud.""",Rashad Khalifa
4232,41,14,"Their messengers went to them, as well as before them and after them, saying, ""You shall not worship except GOD."" They said, ""Had our Lord willed, He could have sent angels. We are disbelievers in what you say.""",Rashad Khalifa
4233,41,15,"As for 'Aad, they turned arrogant on earth, opposed the truth, and said, ""Who is more powerful than we?"" Did they not realize that GOD, who created them, is more powerful than they? They were unappreciative of our revelations.",Rashad Khalifa
4234,41,16,"Consequently, we sent upon them violent wind, for a few miserable days. We thus afflicted them with humiliating retribution in this life, and the retribution of the Hereafter is more humiliating; they can never win.",Rashad Khalifa
4235,41,17,"As for Thamoud, we provided them with guidance, but they preferred blindness over guidance. Consequently, the disastrous and shameful retribution annihilated them, because of what they earned.",Rashad Khalifa
4236,41,18,We always save those who believe and lead a righteous life.,Rashad Khalifa
4237,41,19,"The day will come when the enemies of GOD will be summoned to the hellfire, forcibly.",Rashad Khalifa
4238,41,20,"Once they get there, their own hearing, eyes, and skins will bear witness to everything they had done.",Rashad Khalifa
4239,41,21,"They will say to their skins, ""Why did you bear witness against us?"" They will reply, ""GOD made us speak up; He is the One who causes everything to speak. He is the One who created you the first time, and now you have been returned to Him.""",Rashad Khalifa
4240,41,22,"There is no way you can hide from your own hearing, your eyes, or your skins. In fact, you thought that GOD was unaware of much of what you do.",Rashad Khalifa
4241,41,23,"This kind of thinking about your Lord will cause you to fall, and then you become losers.",Rashad Khalifa
4242,41,24,"If they continue the way they are, Hell will be their destiny, and if they make up excuses, they will not be excused.",Rashad Khalifa
4243,41,25,"We assign to them companions who adorn everything they do in their eyes. Thus, they end up incurring the same fate as the previous communities of jinns and humans, who were also losers.",Rashad Khalifa
4244,41,26,"Those who disbelieved said, ""Do not listen to this Quran and distort it, that you may win.""",Rashad Khalifa
4245,41,27,We will certainly afflict these disbelievers with a severe retribution. We will certainly requite them for their evil works.,Rashad Khalifa
4246,41,28,Such is the requital that awaits GOD's enemies. Hell will be their eternal abode; a just requital for discarding our revelations.,Rashad Khalifa
4247,41,29,"Those who disbelieved will say, ""Our Lord, show us those among the two kinds - jinns and humans - who misled us, so we can trample them under our feet, and render them the lowliest.""",Rashad Khalifa
4248,41,30,"Those who proclaim: ""Our Lord is GOD,"" then lead a righteous life, the angels descend upon them: ""You shall have no fear, nor shall you grieve. Rejoice in the good news that Paradise has been reserved for you.",Rashad Khalifa
4249,41,31,"""We are your allies in this life, and in the Hereafter. You will have in it anything you wish for; you will have anything you want.",Rashad Khalifa
4250,41,32,"""(Such is your) ultimate abode, from a Forgiver, Most Merciful.""",Rashad Khalifa
4251,41,33,"Who can utter better words than one who invites to GOD, works righteousness, and says, ""I am one of the submitters""?",Rashad Khalifa
4252,41,34,"Not equal is the good response and the bad response. You shall resort to the nicest possible response. Thus, the one who used to be your enemy, may become your best friend.",Rashad Khalifa
4253,41,35,None can attain this except those who steadfastly persevere. None can attain this except those who are extremely fortunate.,Rashad Khalifa
4254,41,36,"When the devil whispers an idea to you, you shall seek refuge in GOD. He is the Hearer, the Omniscient.",Rashad Khalifa
4255,41,37,"Among His proofs are the night and the day, and the sun and the moon. Do not prostrate before the sun, nor the moon; you shall fall prostrate before the GOD who created them, if you truly worship Him alone.",Rashad Khalifa
4256,41,38,"If they are too arrogant to do this, then those at your Lord glorify Him night and day, without ever tiring.",Rashad Khalifa
4257,41,39,"Among His proofs is that you see the land still, then, as soon as we shower it with water, it vibrates with life. Surely, the One who revived it can revive the dead. He is Omnipotent.",Rashad Khalifa
4258,41,40,"Surely, those who distort our revelations are not hidden from us. Is one who gets thrown into Hell better, or one who comes secure on the Day of Resurrection? Do whatever you wish; He is Seer of everything you do.",Rashad Khalifa
4259,41,41,"Those who have rejected the Quran's proof when it came to them, have also rejected an Honorable book.",Rashad Khalifa
4260,41,42,"No falsehood could enter it, in the past or in the future; a revelation from a Most Wise, Praiseworthy.,",Rashad Khalifa
4261,41,43,"What is said to you is precisely what was said to the previous messengers. Your Lord possesses forgiveness, and He also possesses painful retribution.",Rashad Khalifa
4262,41,44,"If we made it a non-Arabic Quran they would have said, ""Why did it come down in that language?"" Whether it is Arabic or non-Arabic, say, ""For those who believe, it is a guide and healing. As for those who disbelieve, they will be deaf and blind to it, as if they are being addressed from faraway.""",Rashad Khalifa
4263,41,45,"We have given Moses the scripture and it was also disputed. If it were not for your Lord's predetermined decision, they would have been judged immediately. Indeed, they harbor too many doubts.",Rashad Khalifa
4264,41,46,"Whoever works righteousness does so for his own good, and whoever works evil does so to his own detriment. Your Lord is never unjust towards the people.",Rashad Khalifa
4265,41,47,"With Him is the knowledge about the Hour (end of the world). No fruits emerge from their sheaths, nor does any female conceive or give birth, without His knowledge. The day will come when He asks them: ""Where are those idols that you set up beside Me?"" They will say, ""We proclaim to You that none of us bears witness to that.""",Rashad Khalifa
4266,41,48,"The idols they had idolized will disown them, and they will realize that there will be no escape.",Rashad Khalifa
4267,41,49,"The human being never tires of imploring for good things. And when adversity befalls him, he turns despondent, desperate.",Rashad Khalifa
4268,41,50,"And when we bless him after suffering some adversity, he says, ""This belongs to me. I do not believe that the Hour will ever come to pass. Even if I am returned to my Lord, I will find at Him better things."" Most certainly, we will inform the disbelievers of all their works, and will commit them to severe retribution.",Rashad Khalifa
4269,41,51,"When we bless the human being, he turns away, and drifts farther and farther away, and when he suffers any affliction, he implores loudly.",Rashad Khalifa
4270,41,52,"Proclaim: ""What if this is truly from GOD, then you decide to reject it? Who are farther astray than those who decide to oppose this?""",Rashad Khalifa
4271,41,53,"We will show them our proofs in the horizons, and within themselves, until they realize that this is the truth. Is your Lord not sufficient as a witness of all things? *",Rashad Khalifa
4272,41,54,"Indeed, they are doubtful about meeting their Lord. He is fully aware of all things.",Rashad Khalifa
4273,42,1,"H. M.,",Rashad Khalifa
4274,42,2,"'A. S. Q.,",Rashad Khalifa
4275,42,3,"Inspiring you, and those before you, is GOD, the Almighty, Most Wise.",Rashad Khalifa
4276,42,4,"To Him belongs everything in the heavens and everything on earth, and He is the Most High, the Great.",Rashad Khalifa
4277,42,5,"The heavens above them almost shatter, out of reverence for Him, and the angels praise and glorify their Lord, and they ask forgiveness for those on earth. Absolutely, GOD is the Forgiver, Most Merciful.",Rashad Khalifa
4278,42,6,"Those who set up other lords beside Him, GOD is the One in charge of them; you are not their advocate.",Rashad Khalifa
4279,42,7,"We thus reveal to you an Arabic Quran to warn the central community and all around it, and to warn about the Day of Summoning that is inevitable. Some will end up in Heaven, and some in Hell.",Rashad Khalifa
4280,42,8,"Had GOD willed, He could have made them one community. But He redeems into His mercy whomever He wills. As for the transgressors, they have no master, nor a helper.",Rashad Khalifa
4281,42,9,"Did they find other lords beside Him? GOD is the only Lord and Master. He is the One who resurrects the dead, and He is the Omnipotent One.",Rashad Khalifa
4282,42,10,"If you dispute any part of this message, the judgment for doing this rests with GOD. Such is GOD my Lord. In Him I trust, and to Him I submit.",Rashad Khalifa
4283,42,11,"Initiator of the heavens and the earth. He created for you from among yourselves spouses - and also for the animals. He thus provides you with the means to multiply. There is nothing that equals Him. He is the Hearer, the Seer.",Rashad Khalifa
4284,42,12,"To Him belongs absolute control of the heavens and the earth. He is the One who increases the provision for whomever He wills, or reduces it. He is fully aware of all things.",Rashad Khalifa
4285,42,13,"He decreed for you the same religion decreed for Noah, and what we inspired to you, and what we decreed for Abraham, Moses, and Jesus: ""You shall uphold this one religion, and do not divide it.""",Rashad Khalifa
4286,42,14,"Ironically, they broke up into sects only after the knowledge had come to them, due to jealousy and resentment among themselves. If it were not for a predetermined decision from your Lord to respite them for a definite interim, they would have been judged immediately. Indeed, the later generations who inherited the scripture are full of doubts.",Rashad Khalifa
4287,42,15,"This is what you shall preach, and steadfastly maintain what you are commanded to do, and do not follow their wishes. And proclaim: ""I believe in all the scriptures sent down by GOD. I was commanded to judge among you equitably. GOD is our Lord and your Lord. We have our deeds and you have your deeds. There is no argument between us and you. GOD will gather us all together; to Him is the ultimate destiny.""",Rashad Khalifa
4288,42,16,"Those who argue about GOD, after receiving His message, their argument is nullified at their Lord. They have incurred condemnation, and have deserved a severe retribution.",Rashad Khalifa
4289,42,17,"GOD is the One who sent down the scripture, to deliver the truth and the law. For all that you know, the Hour (Day of Judgment) may be very close.",Rashad Khalifa
4290,42,18,"Challenging it are those who do not believe in it. As for those who believe, they are concerned about it, and they know that it is the truth. Absolutely, those who deny the Hour have gone far astray.",Rashad Khalifa
4291,42,19,"GOD is fully aware of all His creatures; He provides for whomever He wills. He is the Powerful, the Almighty.",Rashad Khalifa
4292,42,20,"Whoever seeks the rewards of the Hereafter, we multiply the rewards for him. And whoever seeks the materials of this world, we give him therefrom, then he receives no share in the Hereafter.",Rashad Khalifa
4293,42,21,"They follow idols who decree for them religious laws never authorized by GOD. If it were not for the predetermined decision, they would have been judged immediately. Indeed, the transgressors have incurred a painful retribution.",Rashad Khalifa
4294,42,22,"You will see the transgressors worried about everything they had committed; everything will come back and haunt them. As for those who believed and led a righteous life, they will be in the gardens of Paradise. They will receive whatever they wish from their Lord. This is the great blessing.",Rashad Khalifa
4295,42,23,"This is the good news from GOD to His servants who believe and lead a righteous life. Say, ""I do not ask you for any wage. I do ask each of you to take care of your own relatives."" Anyone who does a righteous work, we multiply his reward for it. GOD is Forgiver, Appreciative.",Rashad Khalifa
4296,42,24,"Are they saying, ""He (Rashad) has fabricated lies about GOD!""? If GOD willed, He could have sealed your mind, but GOD erases the falsehood and affirms the truth with His words. He is fully aware of the innermost thoughts.",Rashad Khalifa
4297,42,25,"He is the One who accepts the repentance from His servants, and remits the sins. He is fully aware of everything you do.",Rashad Khalifa
4298,42,26,"Responding to Him are those who believe and lead a righteous life. He will shower them with His blessings. As for the disbelievers, they have incurred a severe retribution.",Rashad Khalifa
4299,42,27,"If GOD increased the provision for His servants, they would transgress on earth. This is why He sends it precisely measured to whomever He wills. He is fully Cognizant and Seer of His servants.",Rashad Khalifa
4300,42,28,"He is the One who sends down the rain after they had despaired, and spreads His mercy. He is the only Master, Most Praiseworthy.",Rashad Khalifa
4301,42,29,"Among His proofs is the creation of the heavens and the earth, and the creatures He spreads in them. He is able to summon them, when He wills.",Rashad Khalifa
4302,42,30,"Anything bad that happens to you is a consequence of your own deeds, and He overlooks many (of your sins).",Rashad Khalifa
4303,42,31,"You can never escape, and you have none beside GOD as a Lord and Master.",Rashad Khalifa
4304,42,32,Among His proofs are the ships that sail the sea with sails like flags.,Rashad Khalifa
4305,42,33,"If He willed, He could have stilled the winds, leaving them motionless on top of the water. These are proofs for those who are steadfast, appreciative.",Rashad Khalifa
4306,42,34,"He can annihilate them, as a consequence of their own works. Instead, He overlooks many (of their sins).",Rashad Khalifa
4307,42,35,Those who argue against our proofs will find out that they have no basis.,Rashad Khalifa
4308,42,36,"Whatever you are given is no more than temporary material of this life. What GOD possesses is far better and everlasting, for those who believe and trust in their Lord.",Rashad Khalifa
4309,42,37,"They avoid gross sins and vice, and when angered they forgive.",Rashad Khalifa
4310,42,38,"They respond to their Lord by observing the Contact Prayers (Salat). Their affairs are decided after due consultation among themselves, and from our provisions to them they give (to charity).",Rashad Khalifa
4311,42,39,"When gross injustice befalls them, they stand up for their rights.",Rashad Khalifa
4312,42,40,"Although the just requital for an injustice is an equivalent retribution, those who pardon and maintain righteousness are rewarded by GOD. He does not love the unjust.",Rashad Khalifa
4313,42,41,"Certainly, those who stand up for their rights, when injustice befalls them, are not committing any error.",Rashad Khalifa
4314,42,42,"The wrong ones are those who treat the people unjustly, and resort to aggression without provocation. These have incurred a painful retribution.",Rashad Khalifa
4315,42,43,Resorting to patience and forgiveness reflects a true strength of character.,Rashad Khalifa
4316,42,44,"Whomever GOD sends astray will never find any other lord, and you will see such transgressors, when they see the retribution, saying, ""Can we get another chance?""",Rashad Khalifa
4317,42,45,"You will see them facing it, humiliated and debased, and looking, yet trying to avoid looking. Those who believed will proclaim: ""The real losers are those who lost their souls and their families on the Day of Resurrection. The transgressors have deserved an everlasting retribution.""",Rashad Khalifa
4318,42,46,There will be no allies to help them against GOD. Whomever GOD sends astray can never be guided.,Rashad Khalifa
4319,42,47,"You shall respond to your Lord before a day comes which is decreed inevitable by GOD. There will be no refuge for you on that day, nor an advocate.",Rashad Khalifa
4320,42,48,"If they turn away, we did not send you as their guardian. Your sole mission is delivering the message. When we shower the human beings with mercy, they become proud, and when adversity afflicts them, as a consequence of their own deeds, the human beings turn into disbelievers.",Rashad Khalifa
4321,42,49,"To GOD belongs the sovereignty of the heavens and the earth. He creates whatever He wills, granting daughters to whomever He wills, and granting sons to whomever He wills.",Rashad Khalifa
4322,42,50,"Or, He may have the males and the females marry each other, then render whomever He wills sterile. He is Omniscient, Omnipotent.",Rashad Khalifa
4323,42,51,"No human being can communicate with GOD except through inspiration, or from behind a barrier, or by sending a messenger through whom He reveals what He wills. He is the Most High, Most Wise.",Rashad Khalifa
4324,42,52,"Thus, we inspired to you a revelation proclaiming our commandments. You had no idea about the scripture, or faith. Yet, we made this a beacon to guide whomever we choose from among our servants. Surely, you guide in a straight path.",Rashad Khalifa
4325,42,53,"The path of GOD, to whom belongs everything in the heavens and everything on earth. Absolutely, all matters are controlled by GOD.",Rashad Khalifa
4326,43,1,"H. M.,",Rashad Khalifa
4327,43,2,And the enlightening scripture.,Rashad Khalifa
4328,43,3,"We have rendered it an Arabic Quran, that you may understand.,",Rashad Khalifa
4329,43,4,"It is preserved with us in the original master, honorable and full of wisdom.",Rashad Khalifa
4330,43,5,"Should we just ignore the fact that you have transgressed the limits?,",Rashad Khalifa
4331,43,6,We have sent many a prophet to the previous generations.,Rashad Khalifa
